"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","reLL","weights","model_id","Nparam"
"456","X","X","X"," ","X"," ","X","X","X","X"," ",801.673170013011,31.5010517049396,1.44422059942653e-07,4.07789403269034e-08,1861,8
"457"," ","X"," ","X","X","X"," "," ","X"," "," ",801.694475740213,31.522357432142,1.42891717175821e-07,4.034683351169e-08,830,5
"458","X","X"," "," ","X","X","X","X","X","X"," ",801.839144696188,31.6670263881167,1.32920691106266e-07,3.75314195974318e-08,1893,8
"459","X","X","X"," ","X","X","X"," ","X","X"," ",801.876441395808,31.7043230877367,1.30464908872951e-07,3.68380061591526e-08,1854,8
"460","X","X","X"," "," ","X"," ","X","X","X"," ",801.901996352663,31.7298780445921,1.28808501206782e-07,3.63703037222633e-08,1547,7
"461"," ","X","X"," "," "," ","X","X","X","X","X",801.935515211212,31.7633969031408,1.26667733372159e-07,3.57658375914208e-08,1751,7
"462"," ","X"," "," "," ","X","X","X","X","X","X",802.015986091683,31.8438677836117,1.21672370561217e-07,3.43553494564399e-08,1779,7
"463"," ","X","X"," "," ","X","X"," ","X","X","X",802.131903601342,31.9597852932708,1.14820861792957e-07,3.24207608809751e-08,1749,7
"464"," ","X","X"," ","X","X","X","X","X","X"," ",802.17453209758,32.0024137895089,1.12399438533323e-07,3.17370490252516e-08,1957,8
"465","X","X","X"," "," "," "," ","X","X","X","X",802.191735135208,32.0196168271375,1.11436778751454e-07,3.14652328926226e-08,1555,7
"466"," "," "," ","X"," "," "," ","X","X"," "," ",802.326660549211,32.1545422411397,1.04166930819942e-07,2.94125222810824e-08,191,3
"467","X","X","X"," "," ","X"," "," ","X","X","X",802.327803629268,32.1556853211976,1.04107412259527e-07,2.93957166502494e-08,1550,7
"468","X"," "," ","X"," "," "," "," ","X"," "," ",802.349220961125,32.1771026530541,1.02998508796335e-07,2.90826072251951e-08,88,3
"469"," "," "," ","X"," ","X"," "," ","X"," "," ",802.355628247544,32.1835099394735,1.02669066312872e-07,2.89895860109872e-08,184,3
"470","X"," ","X"," "," ","X","X"," ","X","X"," ",802.443530770567,32.2714124624962,9.82543579703821e-08,2.77430511801548e-08,1208,6
"471"," "," ","X"," "," "," "," "," "," ","X"," ",802.548562318617,32.3764440105462,9.32276015366464e-08,2.63236987576054e-08,37,2
"472","X","X"," "," "," "," ","X"," "," ","X"," ",802.608219507391,32.4361011993202,9.04878183054569e-08,2.55500949401713e-08,260,4
"473"," "," ","X","X","X","X","X","X","X","X"," ",802.763670718485,32.5915524104144,8.37209823897592e-08,2.36394145488395e-08,1972,8
"474","X","X"," "," ","X"," ","X"," "," ","X"," ",802.810346874796,32.6382285667248,8.178971920209e-08,2.30941040449124e-08,618,5
"475","X","X"," "," ","X"," ","X","X","X","X","X",802.905973457238,32.7338551491667,7.79711013372664e-08,2.20158810220396e-08,1898,8
"476"," ","X"," "," ","X","X","X","X","X","X","X",802.90704235779,32.7349240497186,7.79294407943765e-08,2.20041177720682e-08,1971,8
"477","X","X","X"," ","X"," ","X"," ","X","X","X",802.956454059721,32.7843357516505,7.60277162360996e-08,2.14671477807042e-08,1864,8
"478"," "," ","X"," "," ","X","X","X","X","X"," ",802.991466255446,32.8193479473746,7.47083497693129e-08,2.10946121276344e-08,1452,6
"479"," "," ","X"," "," ","X","X"," ","X","X","X",803.038095406393,32.865977098322,7.29867040154937e-08,2.06084890970743e-08,1455,6
"480","X"," ","X"," ","X","X"," ","X","X","X"," ",803.113574539309,32.9414562312381,7.0283546278302e-08,1.98452268357347e-08,1653,7
"481","X","X"," "," ","X","X","X"," ","X","X","X",803.11693006041,32.9448117523389,7.01657261816091e-08,1.98119592123934e-08,1896,8
"482"," "," "," "," "," ","X"," "," "," ","X"," ",803.127080931878,32.9549626238074,6.98105067568448e-08,1.97116596339829e-08,55,2
"483"," ","X"," "," ","X"," ","X","X"," ","X"," ",803.145659810268,32.973541502197,6.91650090966594e-08,1.95293972387761e-08,874,5
"484","X"," ","X","X","X","X","X"," ","X","X"," ",803.147767379726,32.9756490716547,6.90921624553816e-08,1.95088282977233e-08,1903,8
"485"," "," "," "," "," "," ","X"," ","X"," "," ",803.164868146666,32.9927498385953,6.85039164200252e-08,1.93427314425555e-08,58,2
"486","X"," ","X"," ","X","X"," "," ","X","X","X",803.166047982613,32.9939296745418,6.84635166459366e-08,1.93313241826297e-08,1656,7
"487","X"," "," "," "," "," "," "," "," ","X"," ",803.18520743025,33.0130891221788,6.78107865436858e-08,1.91470196387129e-08,20,2
"488"," "," "," "," "," "," "," "," "," ","X","X",803.232346298973,33.060227990902,6.62312126160719e-08,1.87010119376617e-08,66,2
"489","X","X"," "," "," ","X"," ","X","X","X","X",803.266743122682,33.0946248146109,6.51018801429094e-08,1.83821341876101e-08,1610,7
"490","X"," ","X"," ","X"," "," ","X","X","X","X",803.29243097896,33.1203126708893,6.42710631707522e-08,1.81475451245291e-08,1661,7
"491","X","X","X","X"," "," ","X","X","X","X"," ",803.299392558613,33.1272742505419,6.40477380074051e-08,1.80844871435444e-08,1846,8
"492"," ","X","X"," ","X"," ","X","X","X","X","X",803.322429677477,33.1503113694062,6.33142329016823e-08,1.78773750102067e-08,1962,8
"493","X"," ","X"," ","X"," "," "," "," ","X"," ",803.388998865456,33.2168805573846,6.12415302514532e-08,1.72921277306521e-08,279,4
"494"," ","X"," "," ","X","X","X"," "," ","X"," ",803.392132348041,33.2200140399705,6.11456557420531e-08,1.72650566523193e-08,865,5
"495"," "," ","X","X","X","X","X"," ","X","X","X",803.403953670728,33.2318353626572,6.07853104668702e-08,1.71633097413585e-08,1975,8
"496","X","X"," "," "," "," ","X"," ","X"," "," ",803.407978310253,33.2358600021818,6.06631139758034e-08,1.71288064014993e-08,259,4
"497","X","X","X","X"," ","X","X"," ","X","X"," ",803.428214689542,33.2560963814709,6.00524079142576e-08,1.69563677446144e-08,1839,8
"498"," "," "," "," "," "," "," ","X"," ","X"," ",803.444126882194,33.2720085741233,5.95765207844742e-08,1.68219964936055e-08,62,2
"499","X"," ","X"," "," "," ","X"," ","X","X","X",803.52968694902,33.3575686409487,5.70815825000616e-08,1.61175269723996e-08,1218,6
"500","X"," ","X"," "," "," ","X","X","X","X"," ",803.571263113409,33.3991448053376,5.59072145906407e-08,1.57859330391797e-08,1215,6
"501"," "," "," ","X","X","X","X"," "," ","X"," ",803.60224416615,33.4301258580788,5.50478555546141e-08,1.55432848532763e-08,970,5
"502"," ","X","X"," ","X","X","X"," ","X","X","X",803.620540991711,33.4484226836404,5.45465516133111e-08,1.54017369241292e-08,1960,8
"503","X"," "," "," "," ","X","X"," ","X","X","X",803.658717604271,33.4865992961998,5.35152247854236e-08,1.51105319988661e-08,1273,6
"504","X","X","X"," "," "," "," "," "," ","X"," ",803.701541994478,33.5294236864075,5.23815271435135e-08,1.47904217019588e-08,238,4
"505"," "," ","X"," ","X","X"," ","X","X","X","X",803.706049095465,33.5339307873945,5.22636156368374e-08,1.47571282681405e-08,1805,7
"506"," "," "," ","X","X","X","X","X","X","X","X",803.758688109084,33.5865698010131,5.09060072102221e-08,1.4373794634496e-08,1980,8
"507"," "," ","X","X","X"," ","X"," "," ","X"," ",803.760380046926,33.5882617388551,5.08629605208781e-08,1.43616399929078e-08,905,5
"508","X"," ","X","X"," ","X","X"," ","X","X"," ",803.873225420852,33.7011071127813,4.80725957851841e-08,1.35737540072603e-08,1635,7
"509"," "," "," "," "," ","X","X","X","X","X","X",803.9708969376,33.7987786295289,4.57813371460896e-08,1.29267953684329e-08,1485,6
"510"," "," ","X"," ","X","X"," "," "," ","X"," ",803.984393771335,33.8122754632637,4.54734257241484e-08,1.28398536539449e-08,460,4
"511","X"," "," "," ","X"," "," "," "," ","X","X",804.017033575905,33.8449152678343,4.47373267291856e-08,1.26320091113438e-08,331,4
"512"," ","X","X","X"," ","X","X","X","X","X"," ",804.028024816346,33.855906508275,4.44921417107666e-08,1.25627787926576e-08,1951,8
"513"," ","X","X"," ","X"," ","X"," "," ","X"," ",804.056279275702,33.884160967631,4.38680100121234e-08,1.23865492796233e-08,800,5
"514","X","X","X","X"," "," "," "," ","X"," "," ",804.063319755217,33.8912014471463,4.37138555886475e-08,1.2343022314016e-08,566,5
"515"," "," ","X","X"," ","X","X","X","X","X"," ",804.088162062777,33.9160437547062,4.31742373445646e-08,1.21906559775747e-08,1795,7
"516","X"," "," "," "," ","X","X","X","X","X"," ",804.093648127474,33.9215298194031,4.3055971292866e-08,1.2157262434602e-08,1270,6
"517","X","X","X","X"," ","X"," ","X","X","X"," ",804.10393239237,33.9318140842988,4.28351400441638e-08,1.20949086341042e-08,1842,8
"518","X","X","X","X"," "," "," ","X","X","X","X",804.105305980922,33.9331876728513,4.28057312152228e-08,1.20866047719314e-08,1850,8
"519","X","X"," ","X"," ","X","X","X","X","X"," ",804.118489513701,33.94637120563,4.25244937790115e-08,1.20071947106603e-08,1887,8
"520"," "," ","X"," "," "," ","X","X","X","X","X",804.118849775357,33.9467314672858,4.25168344966e-08,1.20050320395245e-08,1457,6
"521","X","X","X","X"," "," ","X"," ","X","X","X",804.126539080503,33.9544207724323,4.23536858653113e-08,1.19589654739155e-08,1849,8
"522"," "," ","X","X"," ","X","X"," ","X","X","X",804.134875131514,33.9627568234431,4.21775220051407e-08,1.19092239348147e-08,1798,7
"523","X"," ","X","X","X"," ","X","X","X","X"," ",804.159171690707,33.9870533826364,4.16682374043563e-08,1.17654225906638e-08,1910,8
"524","X","X","X"," ","X"," "," "," "," ","X"," ",804.170855531975,33.9987372239038,4.14255245134917e-08,1.16968903006724e-08,573,5
"525","X"," "," "," ","X","X"," ","X","X","X","X",804.174296690386,34.0021783823146,4.13543099002023e-08,1.1676782178223e-08,1693,7
"526","X","X","X"," ","X","X"," ","X","X","X"," ",804.175553249976,34.0034349419053,4.13283359831388e-08,1.16694481960432e-08,1857,8
"527","X","X"," ","X"," "," "," ","X","X"," "," ",804.186529294942,34.0144109868709,4.11021463806048e-08,1.1605581413448e-08,605,5
"528"," ","X"," "," "," "," ","X","X"," ","X"," ",804.189402606859,34.0172842987885,4.10431391337932e-08,1.15889201568676e-08,427,4
"529"," "," ","X"," ","X"," "," ","X"," ","X"," ",804.204468358419,34.0323500503481,4.0735127827028e-08,1.15019502389507e-08,467,4
"530","X"," "," ","X","X","X","X"," ","X","X","X",804.206460681772,34.0343423737012,4.06945692585975e-08,1.14904981419343e-08,1931,8
"531"," ","X","X"," "," ","X"," ","X","X","X","X",804.220207266138,34.0480889580667,4.04158226446737e-08,1.14117913879936e-08,1750,7
"532"," "," ","X"," ","X"," "," "," "," ","X","X",804.238959095958,34.0668407878868,4.00386582242644e-08,1.1305295431632e-08,471,4
"533"," ","X"," "," "," "," ","X","X","X"," "," ",804.277563989185,34.1054456811142,3.92732252911225e-08,1.10891681729761e-08,426,4
"534","X"," "," ","X","X","X","X","X","X","X"," ",804.285590318295,34.1134720102239,3.91159312100548e-08,1.10447546952277e-08,1928,8
"535"," ","X"," "," "," ","X","X"," "," ","X"," ",804.301576314054,34.129458005983,3.88045238519434e-08,1.09568258699581e-08,418,4
"536"," "," "," ","X","X"," ","X"," "," ","X","X",804.318319842643,34.146201534572,3.84810175732985e-08,1.08654807995618e-08,983,5
"537"," "," ","X","X","X"," ","X","X","X","X","X",804.349709524198,34.177591216127,3.78817789079727e-08,1.06962800709155e-08,1977,8
"538","X","X"," "," "," ","X"," "," "," ","X"," ",804.400827771594,34.2287094635234,3.69258225787938e-08,1.04263567218219e-08,256,4
"539","X","X","X"," ","X"," "," ","X","X","X","X",804.40886538538,34.2367470773089,3.67777226203879e-08,1.03845392919318e-08,1865,8
"540","X","X"," "," "," "," "," ","X"," ","X"," ",804.414192590958,34.242074282887,3.66798917250058e-08,1.03569158094354e-08,263,4
"541","X","X","X"," "," "," "," "," ","X"," "," ",804.420601774841,34.2484834667704,3.65625357789519e-08,1.03237792434354e-08,237,4
"542","X","X","X","X"," "," "," "," "," ","X"," ",804.434417292484,34.2622989844135,3.63108409244074e-08,1.02527108106895e-08,567,5
"543"," ","X"," "," ","X"," ","X"," "," ","X","X",804.451277789028,34.2791594809574,3.60060181913972e-08,1.01666412168571e-08,878,5
"544","X"," ","X","X","X"," "," "," "," ","X"," ",804.478106649006,34.305988340935,3.55262431301621e-08,1.00311721714757e-08,650,5
"545"," "," "," "," ","X","X"," "," "," ","X","X",804.495187625855,34.3230693177837,3.52241236224058e-08,9.94586585896862e-09,536,4
"546","X"," "," "," ","X","X"," "," "," ","X"," ",804.505028917349,34.3329106092783,3.50512239262432e-08,9.89704598757809e-09,320,4
"547","X"," ","X","X","X"," ","X"," ","X","X","X",804.505238294866,34.3331199867954,3.50475546491944e-08,9.89600993235305e-09,1913,8
"548","X","X"," "," ","X"," "," ","X"," ","X"," ",804.51049399453,34.3383756864591,3.49555758447757e-08,9.87003884332261e-09,621,5
"549","X","X"," "," "," "," "," "," "," ","X","X",804.560355700399,34.3882373923277,3.40948770812665e-08,9.62701237263996e-09,267,4
"550"," ","X","X"," "," "," ","X"," "," ","X"," ",804.573845849317,34.4017275412461,3.38656784465723e-08,9.56229596123498e-09,372,4
"551"," "," "," ","X","X"," ","X","X"," ","X"," ",804.666972240083,34.4948539320117,3.23249336136551e-08,9.12725202386514e-09,979,5
"552"," ","X"," ","X"," "," ","X","X","X"," "," ",804.672944271942,34.5008259638707,3.22285548128924e-08,9.10003855407639e-09,853,5
"553","X","X"," ","X"," "," ","X","X","X","X","X",804.687611672423,34.5154933643522,3.19930648146796e-08,9.03354571642737e-09,1892,8
"554"," ","X"," "," ","X"," ","X","X","X"," "," ",804.688092068336,34.5159737602651,3.19853810687381e-08,9.03137613778158e-09,873,5
"555","X","X"," "," "," "," "," ","X","X"," "," ",804.690528810801,34.5184105027301,3.19464347309487e-08,9.02037926939944e-09,262,4
"556","X","X","X","X"," ","X"," "," ","X","X","X",804.70871013365,34.5365918255787,3.16573365468743e-08,8.93874965130877e-09,1845,8
"557"," "," ","X","X","X"," "," ","X"," ","X"," ",804.712515720921,34.54039741285,3.15971564416902e-08,8.92175722702716e-09,908,5
"558","X"," "," "," ","X"," "," ","X"," ","X"," ",804.738336371333,34.5662180632625,3.11918488325457e-08,8.80731477402583e-09,327,4
"559","X"," "," "," "," "," ","X","X","X","X","X",804.745825128605,34.5737068205343,3.10752731281534e-08,8.77439851666965e-09,1275,6
"560"," "," "," "," ","X","X"," ","X"," ","X"," ",804.760257838375,34.5881395303036,3.08518301208057e-08,8.71130726131216e-09,532,4
"561"," "," "," "," ","X"," "," ","X"," ","X","X",804.760668758597,34.5885504505258,3.08454919515045e-08,8.70951761901086e-09,545,4
"562"," ","X","X","X"," "," ","X","X","X","X","X",804.765213283691,34.5930949756199,3.07754824654859e-08,8.68974977569245e-09,1956,8
"563"," "," ","X","X","X"," "," "," "," ","X","X",804.819192920365,34.6470746122937,2.99559668211247e-08,8.45835174985318e-09,912,5
"564","X","X"," ","X"," ","X","X"," ","X","X","X",804.81962046187,34.6475021537985,2.99495637959727e-08,8.45654379488642e-09,1890,8
"565"," ","X","X","X"," "," "," ","X","X"," "," ",804.848756342987,34.6766380349156,2.95164229759432e-08,8.33424237043546e-09,787,5
"566"," ","X"," "," "," "," ","X"," "," ","X","X",804.8934192548,34.7213009467292,2.88645836273669e-08,8.15018933927887e-09,431,4
"567","X"," ","X","X"," "," ","X"," ","X","X","X",804.901422484245,34.7293041761743,2.87493094797497e-08,8.11764058884017e-09,1645,7
"568","X","X"," ","X"," "," ","X"," ","X"," "," ",804.909930341777,34.737812033706,2.86272717191584e-08,8.08318206803832e-09,602,5
"569"," ","X"," ","X"," ","X","X","X","X","X","X",804.918155207712,34.7460368996408,2.85097857253882e-08,8.0500087818305e-09,1970,8
"570","X","X"," "," ","X"," "," "," "," ","X","X",804.960025639611,34.7879073315397,2.79191315139521e-08,7.88323195527399e-09,625,5
"571"," ","X","X","X"," ","X","X"," ","X","X","X",804.964407198273,34.7922888902018,2.7858033807923e-08,7.86598043767854e-09,1954,8
"572","X"," ","X","X"," "," ","X","X","X","X"," ",804.970217014041,34.7980987059703,2.77772262120098e-08,7.84316364547233e-09,1642,7
"573"," "," ","X","X","X","X"," "," "," ","X"," ",804.979679681175,34.8075613731038,2.76461133032812e-08,7.80614267039932e-09,901,5
"574"," "," "," "," ","X","X","X"," ","X"," "," ",804.986116567817,34.8139982597456,2.75572788855218e-08,7.78105942880713e-09,528,4
"575","X","X","X"," ","X","X"," "," ","X","X","X",804.986694593609,34.8145762855379,2.75493156273392e-08,7.77881092722526e-09,1860,8
"576","X","X"," "," ","X","X"," "," "," ","X"," ",804.987466616644,34.815348308573,2.75386833264338e-08,7.7758087960804e-09,614,5
"577","X"," "," ","X","X"," ","X"," "," ","X"," ",805.026807306347,34.8546889982765,2.7002280835035e-08,7.62435045795229e-09,709,5
"578"," "," ","X"," ","X"," ","X"," ","X"," "," ",805.034452115398,34.8623338073269,2.68992642056256e-08,7.59526273419987e-09,463,4
"579","X","X"," "," "," ","X"," "," ","X"," "," ",805.048848655694,34.8767303476232,2.67063312598885e-08,7.54078628451877e-09,255,4
"580","X","X"," ","X"," "," ","X"," "," ","X"," ",805.068076440831,34.8959581327597,2.64508097067302e-08,7.46863734707377e-09,603,5
"581","X","X"," ","X"," "," "," "," ","X"," ","X",805.076258310278,34.9041400022076,2.63428222063365e-08,7.43814605068628e-09,609,5
"582","X","X"," ","X"," "," "," ","X"," ","X"," ",805.122510485289,34.9503921772179,2.57406060855385e-08,7.26810460920794e-09,606,5
"583","X","X"," "," ","X"," ","X"," ","X"," "," ",805.130397644655,34.9582793365839,2.5639295848144e-08,7.23949870144801e-09,617,5
"584"," "," ","X","X"," "," ","X","X","X","X","X",805.197422790831,35.0253044827599,2.47942952276472e-08,7.00090475054387e-09,1800,7
"585","X"," "," ","X"," ","X","X"," ","X","X","X",805.215770281019,35.0436519729476,2.45678788145628e-08,6.9369739258356e-09,1686,7
"586","X"," "," ","X","X"," ","X","X","X","X","X",805.220012573518,35.0478942654476,2.45158219801431e-08,6.92227518420809e-09,1933,8
"587"," "," "," "," ","X"," ","X","X","X"," "," ",805.233876143794,35.0617578357231,2.4346471199416e-08,6.87445738279792e-09,537,4
"588","X"," "," ","X","X"," "," "," "," ","X","X",805.235867122137,35.0637488140657,2.4322246610637e-08,6.86761734007416e-09,716,5
"589"," "," "," ","X"," ","X","X","X","X","X","X",805.264167588786,35.0920492807148,2.39805047121226e-08,6.77112326920814e-09,1814,7
"590","X","X"," ","X"," "," "," "," "," ","X","X",805.28251007093,35.1103917628594,2.37615791663647e-08,6.70930756203682e-09,610,5
"591","X","X"," ","X"," ","X"," "," ","X"," "," ",805.386101878598,35.2139835705269,2.25621574043471e-08,6.37063943557797e-09,598,5
"592"," ","X","X"," "," "," ","X"," ","X"," "," ",805.405993259685,35.2338749516141,2.23388733663219e-08,6.30759306671857e-09,371,4
"593"," ","X"," "," "," ","X","X"," ","X"," "," ",805.411485553965,35.2393672458937,2.22776116884105e-08,6.29029525010478e-09,417,4
"594","X","X"," "," "," "," "," "," ","X"," ","X",805.414111156523,35.2419928484519,2.22483848000369e-08,6.28204276057926e-09,266,4
"595"," "," ","X"," "," "," "," "," ","X"," "," ",805.415750882249,35.2436325741779,2.22301516509396e-08,6.27689445775554e-09,36,2
"596","X"," ","X","X","X"," "," ","X","X","X","X",805.429179522608,35.2570612145373,2.20813912664066e-08,6.2348905502757e-09,1914,8
"597"," "," "," ","X","X"," "," ","X"," ","X","X",805.431277055716,35.2591587476453,2.20582451813222e-08,6.22835503331361e-09,986,5
"598","X","X"," "," ","X","X"," ","X","X","X","X",805.475249309981,35.3031310019102,2.15785623054545e-08,6.09291201734628e-09,1897,8
"599"," ","X"," ","X"," ","X"," ","X","X"," "," ",805.487255428234,35.3151371201631,2.14494129535122e-08,6.05644547118148e-09,847,5
"600"," ","X"," ","X"," "," "," ","X","X"," ","X",805.513486207233,35.3413678991618,2.11699323030788e-08,5.97753145506045e-09,860,5
"601","X"," ","X","X","X","X"," ","X","X","X"," ",805.547933746773,35.3758154387023,2.08084284296639e-08,5.87545740288459e-09,1906,8
"602","X","X"," ","X"," ","X"," ","X","X","X","X",805.557519252233,35.3854009441617,2.07089373859386e-08,5.84736516173566e-09,1891,8
"603"," ","X","X","X"," "," ","X"," ","X"," "," ",805.623870267345,35.4517519592744,2.00331791661313e-08,5.65655841010867e-09,784,5
"604"," "," "," "," ","X"," ","X"," ","X"," ","X",805.624731219976,35.4526129119048,2.00245572128883e-08,5.6541239197203e-09,541,4
"605"," "," "," ","X","X","X"," "," "," ","X","X",805.637083759347,35.464965451276,1.99012612935708e-08,5.61931014585226e-09,977,5
"606","X","X"," ","X"," ","X"," "," "," ","X"," ",805.640215793426,35.4680974853555,1.98701199695588e-08,5.61051709724121e-09,599,5
"607"," ","X"," ","X"," "," ","X","X"," ","X"," ",805.640469176238,35.4683508681675,1.98676027555812e-08,5.60980633796645e-09,854,5
"608"," ","X","X","X"," ","X"," ","X","X","X","X",805.659662787605,35.4875444795339,1.96778492028668e-08,5.55622762010277e-09,1955,8
"609","X"," ","X","X","X","X"," "," ","X","X","X",805.672355293475,35.5002369854042,1.95533640196378e-08,5.52107804627386e-09,1909,8
"610"," ","X"," "," "," "," ","X"," ","X"," ","X",805.74565312863,35.5735348205586,1.88497269177507e-08,5.32239942750161e-09,430,4
"611","X"," ","X","X"," ","X"," "," ","X","X","X",805.748452138417,35.5763338303465,1.88233650837407e-08,5.31495591328759e-09,1641,7
"612","X"," ","X","X"," "," "," ","X","X","X","X",805.751056647675,35.5789383396043,1.87988682234655e-08,5.30803899212088e-09,1646,7
"613"," ","X"," ","X"," ","X","X"," "," ","X"," ",805.758114448556,35.5859961404851,1.87326458039981e-08,5.28934046301225e-09,845,5
"614","X"," "," "," ","X"," ","X"," ","X"," "," ",805.785050222627,35.6129319145559,1.84820479461146e-08,5.21858177769271e-09,323,4
"615"," "," ","X","X","X","X"," ","X","X","X","X",805.810527873479,35.6384095654081,1.82481016281445e-08,5.15252481282191e-09,1976,8
"616","X"," ","X","X"," ","X"," ","X","X","X"," ",805.844876091568,35.6727577834966,1.79373825398631e-08,5.06479032707584e-09,1638,7
"617"," ","X"," ","X"," ","X","X"," ","X"," "," ",805.845139992437,35.6730216843665,1.79350158505817e-08,5.06412206987872e-09,844,5
"618"," ","X","X","X"," "," ","X"," "," ","X"," ",805.860865532377,35.6887472243064,1.77945498959558e-08,5.02446017346258e-09,785,5
"619","X"," "," ","X"," ","X","X","X","X","X"," ",805.887620303447,35.7155019953765,1.75580904722905e-08,4.95769360932958e-09,1683,7
"620"," ","X","X","X"," "," "," ","X"," ","X"," ",805.901018971863,35.728900663792,1.74408560907841e-08,4.92459136823423e-09,788,5
"621"," "," "," "," "," ","X"," "," ","X"," "," ",806.00445783841,35.8323395303394,1.65617541747947e-08,4.67636859265802e-09,54,2
"622"," ","X","X"," ","X"," "," ","X"," ","X"," ",806.013378791567,35.8412604834957,1.64880453686146e-08,4.65555621115633e-09,803,5
"623"," ","X","X"," ","X","X"," ","X","X","X","X",806.074888167476,35.9027698594052,1.59886789671353e-08,4.514555364781e-09,1961,8
"624"," ","X"," "," ","X","X"," ","X"," ","X"," ",806.083590591396,35.9114722833251,1.59192599738927e-08,4.4949542527063e-09,868,5
"625"," ","X","X","X"," "," "," "," ","X"," ","X",806.118385251449,35.9462669433777,1.56447025622261e-08,4.41743035981134e-09,791,5
"626"," ","X","X","X"," ","X"," "," ","X"," "," ",806.121232228242,35.949113920171,1.5622448352722e-08,4.41114667239025e-09,780,5
"627","X","X"," "," ","X"," "," ","X","X"," "," ",806.124321265237,35.9522029571665,1.5598337816639e-08,4.40433883352846e-09,620,5
"628"," "," ","X","X"," ","X"," ","X","X","X","X",806.137570889834,35.9654525817631,1.54953432928186e-08,4.37525735149906e-09,1799,7
"629","X"," "," ","X","X"," "," ","X"," ","X"," ",806.163219379913,35.9911010718419,1.52978959758783e-08,4.31950622623183e-09,712,5
"630","X"," ","X"," "," ","X"," "," ","X","X","X",806.184897788516,36.0127794804453,1.51329743801386e-08,4.27293904727068e-09,1214,6
"631","X"," ","X"," "," ","X"," ","X","X","X"," ",806.190653516835,36.0185352087641,1.50894863418923e-08,4.26065978662806e-09,1211,6
"632"," ","X"," ","X"," "," ","X"," ","X"," ","X",806.199505992841,36.0273876847701,1.5022844279616e-08,4.24184276738664e-09,857,5
"633"," "," "," ","X","X","X"," ","X"," ","X"," ",806.221607923228,36.0494896151566,1.48577413042427e-08,4.19522437416322e-09,973,5
"634","X"," "," "," "," "," "," "," ","X"," "," ",806.278131566216,36.1060132581447,1.44437126316624e-08,4.07831944606926e-09,19,2
"635","X"," "," ","X"," "," ","X","X","X","X","X",806.291223744904,36.1191054368334,1.43494715899799e-08,4.05170959286093e-09,1688,7
"636"," "," "," "," "," "," "," "," ","X"," ","X",806.304713815785,36.132595507714,1.42530095811054e-08,4.02447262847152e-09,65,2
"637"," ","X"," "," ","X","X","X"," ","X"," "," ",806.328213476244,36.1560951681727,1.40865191707455e-08,3.97746247980196e-09,864,5
"638","X"," "," ","X","X","X"," "," "," ","X"," ",806.345762940803,36.1736446327324,1.39634544558529e-08,3.94271398869925e-09,705,5
"639"," ","X"," ","X"," "," ","X"," "," ","X","X",806.350317420193,36.178199112122,1.39316925016067e-08,3.93374569924689e-09,858,5
"640","X","X","X"," ","X"," "," "," ","X"," "," ",806.378853489956,36.2067351818846,1.37343259914233e-08,3.87801739053495e-09,572,5
"641"," ","X"," "," ","X"," "," ","X"," ","X","X",806.459352888975,36.2872345809042,1.31925007941442e-08,3.72502789989736e-09,881,5
"642"," ","X","X","X"," "," "," "," "," ","X","X",806.461346018939,36.2892277108677,1.31793601586666e-08,3.72131751666221e-09,792,5
"643"," ","X","X","X"," ","X"," "," "," ","X"," ",806.461486111917,36.2893678038464,1.31784370230875e-08,3.72105686056363e-09,781,5
"644"," ","X"," ","X"," "," "," ","X"," ","X","X",806.463168620012,36.2910503119406,1.31673552715453e-08,3.71792782276263e-09,861,5
"645","X"," ","X"," "," "," "," ","X","X","X","X",806.472347170096,36.3002288620254,1.31070651065144e-08,3.70090432203794e-09,1219,6
"646"," ","X","X"," ","X","X"," "," "," ","X"," ",806.475368239307,36.303249931236,1.30872813768629e-08,3.69531819806754e-09,796,5
"647"," ","X"," ","X"," ","X"," ","X"," ","X"," ",806.489748280228,36.3176299721569,1.29935210293228e-08,3.6688440734159e-09,848,5
"648"," ","X","X"," ","X"," ","X"," ","X"," "," ",806.498269358755,36.3261510506836,1.29382793859661e-08,3.65324607073613e-09,799,5
"649"," "," ","X","X","X"," ","X"," ","X"," "," ",806.510594615615,36.3384763075438,1.2858790758591e-08,3.63080170182404e-09,904,5
"650"," ","X"," "," "," ","X"," ","X"," ","X"," ",806.539339986394,36.3672216783231,1.26752972107838e-08,3.57899055580263e-09,421,4
"651"," ","X","X"," "," ","X"," "," "," ","X"," ",806.593719104115,36.4216007960442,1.2335304541871e-08,3.48299039652859e-09,368,4
"652"," ","X"," "," "," ","X"," ","X","X"," "," ",806.614626509481,36.4425082014102,1.22070265936334e-08,3.4467698994763e-09,420,4
"653"," "," "," "," "," "," "," ","X","X"," "," ",806.616468342865,36.4443500347938,1.21957901138108e-08,3.44359717267576e-09,61,2
"654"," ","X","X"," "," "," "," ","X"," ","X"," ",806.671390450334,36.4992721422628,1.18654375409443e-08,3.35031898608078e-09,375,4
"655"," ","X","X","X","X","X","X","X","X","X"," ",806.695306695243,36.5231883871725,1.17243941735033e-08,3.3104940516721e-09,2026,9
