"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","reLL","weights","model_id","Nparam"
"206","X","X","X"," "," "," "," ","X","X","X"," ",793.457100926674,23.2849826186026,8.78476743798335e-06,2.48046252270251e-06,1076,6
"207"," ","X","X"," "," ","X","X"," ","X","X"," ",793.540626290574,23.3685079825034,8.42544729911831e-06,2.37900506871764e-06,1334,6
"208"," ","X"," ","X","X","X"," "," ","X","X","X",793.570720290144,23.3986019820727,8.29961864140194e-06,2.34347615210706e-06,1761,7
"209","X","X","X"," "," ","X"," "," ","X","X"," ",793.57777801654,23.4056597084685,8.27038203894677e-06,2.33522091971837e-06,1067,6
"210"," "," "," ","X"," "," "," "," ","X"," "," ",793.594401661418,23.4222833533471,8.2019249874827e-06,2.31589142104124e-06,43,2
"211","X","X","X"," "," "," "," "," ","X","X","X",793.819442837625,23.647324529554,7.32906751684406e-06,2.06943182391876e-06,1079,6
"212"," ","X"," "," "," "," ","X","X","X","X","X",793.964545533363,23.7924272252923,6.81616464786089e-06,1.92460882737608e-06,1401,6
"213"," ","X","X"," "," "," ","X"," ","X","X","X",794.014978742239,23.8428604341683,6.64643314023248e-06,1.87668352410923e-06,1344,6
"214"," ","X"," "," ","X","X","X","X","X","X"," ",794.145772633736,23.9736543256655,6.22568449369047e-06,1.75788114754173e-06,1773,7
"215"," ","X"," "," "," ","X","X"," ","X","X","X",794.149278876355,23.9771605682843,6.21477967506701e-06,1.75480206843083e-06,1399,6
"216","X","X","X"," ","X"," ","X"," ","X","X"," ",794.195064705426,24.0229463973553,6.07412143664931e-06,1.71508587885979e-06,1534,7
"217","X","X"," "," ","X"," ","X","X","X","X"," ",794.23803571526,24.065917407189,5.94500787253497e-06,1.67862943772813e-06,1601,7
"218"," "," ","X"," "," ","X","X"," ","X","X"," ",794.279147696183,24.1070293881116,5.82404981296696e-06,1.64447578076506e-06,956,5
"219","X"," ","X"," ","X","X"," "," ","X","X"," ",794.47654491302,24.3044266049487,5.27668075678431e-06,1.4899209289112e-06,1192,6
"220","X","X"," "," ","X","X","X"," ","X","X"," ",794.51306303551,24.3409447274388,5.18120779548868e-06,1.46296323149951e-06,1594,7
"221","X","X"," "," "," ","X"," ","X","X","X"," ",794.556908377311,24.3847900692404,5.06885788676751e-06,1.43124016768715e-06,1141,6
"222","X"," ","X"," ","X"," "," ","X","X","X"," ",794.596110348976,24.4239920409051,4.97047066837905e-06,1.40345960210605e-06,1201,6
"223","X"," ","X"," ","X"," "," "," ","X","X","X",794.622293841941,24.4501755338703,4.90582262772254e-06,1.38520561380794e-06,1204,6
"224"," ","X","X"," ","X"," ","X","X","X","X"," ",794.694331939693,24.5222136316219,4.732264034214e-06,1.33619969649367e-06,1741,7
"225"," "," ","X","X","X","X","X"," ","X","X"," ",794.705863769598,24.5337454615275,4.70505671517966e-06,1.32851745155272e-06,1783,7
"226","X"," ","X"," "," "," ","X"," ","X","X"," ",794.815120956145,24.6430026480739,4.4549205814432e-06,1.2578891384315e-06,695,5
"227"," "," "," "," "," "," "," "," "," ","X"," ",794.827249148364,24.6551308402928,4.427987260536e-06,1.25028425946414e-06,10,1
"228","X","X"," "," "," "," "," ","X","X","X","X",794.889918463571,24.7178001554997,4.29138910065417e-06,1.21171447162981e-06,1149,6
"229","X","X"," "," "," ","X"," "," ","X","X","X",794.907512413277,24.7353941052058,4.25380342117552e-06,1.20110179804507e-06,1144,6
"230"," ","X","X"," ","X","X","X"," ","X","X"," ",794.931375259214,24.7592569511434,4.20335107599334e-06,1.18685609919302e-06,1734,7
"231"," "," ","X"," ","X","X"," ","X","X","X"," ",794.94653457936,24.7744162712887,4.17161154306259e-06,1.17789414061203e-06,1443,6
"232"," "," ","X"," ","X","X"," "," ","X","X","X",795.097299673309,24.9251813652377,3.86870519198948e-06,1.09236565542109e-06,1446,6
"233"," "," "," "," "," ","X","X"," ","X","X","X",795.24467877718,25.072560469109,3.59387254122411e-06,1.01476404615242e-06,1021,5
"234"," "," ","X"," ","X"," "," ","X","X","X","X",795.245682040211,25.0735637321396,3.59207019359042e-06,1.01425513617959e-06,1451,6
"235","X","X","X","X"," "," "," ","X","X","X"," ",795.343505619244,25.1713873111732,3.42060317464048e-06,9.65839794807443e-07,1517,7
"236"," ","X"," "," ","X"," ","X","X","X","X","X",795.349373503831,25.1772551957602,3.4105820302355e-06,9.6301022950516e-07,1778,7
"237","X"," "," "," "," ","X","X"," ","X","X"," ",795.355864670241,25.1837463621698,3.39953064627365e-06,9.59889766278914e-07,760,5
"238","X","X"," "," ","X"," ","X"," ","X","X","X",795.35869249244,25.1865741843692,3.39472740863486e-06,9.58533526511068e-07,1604,7
"239"," "," ","X"," "," "," ","X","X","X","X"," ",795.359060958834,25.1869426507635,3.39410204475904e-06,9.58356949081106e-07,963,5
"240","X","X","X","X"," "," ","X"," ","X","X"," ",795.368202194824,25.1960838867533,3.37862429925272e-06,9.53986660631767e-07,1514,7
"241"," "," ","X"," "," "," ","X"," ","X","X","X",795.369720782712,25.1976024746414,3.37605990397121e-06,9.53262579267737e-07,966,5
"242"," "," ","X","X"," ","X","X"," ","X","X"," ",795.420324014981,25.24820570691,3.29171170484256e-06,9.29446064115449e-07,1425,6
"243"," "," "," "," "," ","X","X","X","X","X"," ",795.457460373031,25.2853420649604,3.23115457034849e-06,9.12347182027195e-07,1018,5
"244","X"," "," "," ","X","X"," "," ","X","X","X",795.515596558028,25.3434782499567,3.13858302763785e-06,8.86208727710274e-07,1264,6
"245"," "," "," ","X","X","X","X","X","X","X"," ",795.529772439455,25.3576541313836,3.11641559075843e-06,8.79949541363913e-07,1808,7
"246"," "," ","X"," ","X"," "," "," "," ","X"," ",795.534258531386,25.3621402233148,3.10943316122318e-06,8.7797798606642e-07,159,3
"247"," ","X"," "," ","X","X","X"," ","X","X","X",795.633295218675,25.4611769106043,2.9592092952347e-06,8.35560850697672e-07,1776,7
"248"," "," "," ","X","X","X","X"," ","X","X","X",795.633551587904,25.4614332798328,2.95882999444347e-06,8.3545375151672e-07,1811,7
"249"," "," ","X","X","X"," ","X","X","X","X"," ",795.638211641576,25.4660933335047,2.95194386670012e-06,8.33509387944832e-07,1790,7
"250","X","X","X"," ","X"," "," ","X","X","X"," ",795.654808985316,25.4826906772448,2.92754801974344e-06,8.26620988848006e-07,1537,7
"251","X"," "," "," ","X"," "," ","X","X","X","X",795.701402666465,25.5292843583942,2.86013371938122e-06,8.07585920848404e-07,1269,6
"252"," ","X"," "," ","X"," ","X"," "," ","X"," ",795.702768493983,25.530650185912,2.85818116150214e-06,8.07034597586104e-07,408,4
"253"," ","X","X"," "," ","X"," ","X","X","X"," ",795.730694997628,25.5585766895575,2.81854899905072e-06,7.95844080096778e-07,1337,6
"254"," "," "," "," ","X","X"," ","X","X","X","X",795.825658623166,25.6535403150953,2.68784672857742e-06,7.58939052635337e-07,1483,6
"255","X"," "," "," ","X","X"," ","X","X","X"," ",795.846821923994,25.6747036159227,2.65955482563288e-06,7.50950565126103e-07,1261,6
"256"," ","X","X"," "," "," "," ","X","X","X","X",795.870011413133,25.6978931050621,2.62889605056821e-06,7.42293768793501e-07,1345,6
"257","X"," ","X","X","X"," ","X"," ","X","X"," ",795.882668519919,25.7105502118477,2.61231147508561e-06,7.3761095638783e-07,1625,7
"258"," ","X","X"," ","X"," ","X"," ","X","X","X",795.939950880264,25.7678325721927,2.53855309699567e-06,7.16784577786577e-07,1744,7
"259","X","X","X","X"," "," "," "," ","X","X","X",795.947337175989,25.7752188679179,2.52919513585478e-06,7.14142268577738e-07,1520,7
"260","X","X","X","X"," ","X"," "," ","X","X"," ",795.949338356872,25.7772200488006,2.52666571304678e-06,7.13428062023768e-07,1508,7
"261"," ","X","X"," "," ","X"," "," ","X","X","X",795.953660569336,25.781542261265,2.52121121602421e-06,7.11887932983336e-07,1340,6
"262","X","X"," "," "," "," "," "," "," ","X"," ",795.954665775576,25.7825474675052,2.51994436578876e-06,7.11530225786975e-07,74,3
"263","X"," "," "," "," "," ","X"," ","X","X","X",795.9857872221,25.8136689140294,2.48103571732825e-06,7.00543999344828e-07,770,5
"264","X"," "," "," ","X"," "," "," "," ","X"," ",796.028364376671,25.8562460686003,2.42877623538898e-06,6.85788038265456e-07,95,3
"265"," "," "," "," ","X"," "," "," "," ","X","X",796.068283439526,25.896165131455,2.38077958848955e-06,6.72235729147442e-07,211,3
"266"," ","X","X","X"," "," ","X","X","X","X"," ",796.07559332286,25.9034750147887,2.37209386055552e-06,6.69783231369344e-07,1726,7
"267","X","X"," ","X"," "," ","X","X","X","X"," ",796.0768926367,25.9047743286286,2.37055331383181e-06,6.69348243369992e-07,1586,7
"268"," "," "," "," ","X","X"," "," "," ","X"," ",796.096043005407,25.923924697336,2.34796315390092e-06,6.6296969715508e-07,200,3
"269"," "," ","X","X","X"," ","X"," ","X","X","X",796.10810852307,25.9359902149986,2.33384109875517e-06,6.5898220075522e-07,1793,7
"270"," ","X"," "," "," "," ","X"," "," ","X"," ",796.134148652576,25.9620303445048,2.30365129958126e-06,6.50457824219646e-07,140,3
"271","X"," "," ","X","X","X","X"," ","X","X"," ",796.13437001077,25.9622517026995,2.30339634764397e-06,6.50385836118653e-07,1671,7
"272"," ","X"," ","X"," ","X","X","X","X","X"," ",796.165611913848,25.9934936057772,2.26769467792201e-06,6.40305130582804e-07,1767,7
"273"," "," ","X","X","X"," "," "," "," ","X"," ",796.218782661837,26.046664353766,2.2082014950808e-06,6.23506665349013e-07,440,4
"274","X","X","X"," ","X","X"," "," ","X","X"," ",796.225060212236,26.0529419041654,2.20128131312124e-06,6.21552686245735e-07,1528,7
"275","X"," ","X","X"," "," ","X"," ","X","X"," ",796.24006886769,26.067950559619,2.1848240044801e-06,6.16905808841515e-07,1178,6
"276"," ","X","X","X"," ","X","X"," ","X","X"," ",796.240860300124,26.0687419920527,2.18395960523032e-06,6.16661737503388e-07,1719,7
"277"," ","X"," "," "," ","X"," ","X","X","X","X",796.265791480475,26.093673172404,2.15690424071994e-06,6.09022398365518e-07,1400,6
"278","X","X"," ","X"," ","X","X"," ","X","X"," ",796.26794137676,26.0958230686894,2.15458692623204e-06,6.08368082610307e-07,1579,7
"279"," "," "," "," "," "," ","X","X","X","X","X",796.300597721961,26.1284794138899,2.11969211850963e-06,5.98515202223501e-07,1023,5
"280"," "," "," ","X","X"," ","X"," "," ","X"," ",796.327203376524,26.1550850684536,2.09168094733481e-06,5.90605981995799e-07,499,4
"281"," "," "," "," ","X"," "," ","X"," ","X"," ",796.351375893152,26.1792575850809,2.06655251137071e-06,5.83510729434694e-07,207,3
"282","X","X","X"," ","X"," "," "," ","X","X","X",796.39206352691,26.2199452188395,2.02493570319249e-06,5.71759828374498e-07,1540,7
"283","X"," "," "," "," "," ","X","X","X","X"," ",796.412963252136,26.2408449440655,2.00388558029516e-06,5.65816126243085e-07,767,5
"284","X","X"," "," ","X"," "," "," "," ","X"," ",796.441483521747,26.2693652136758,1.97551268325858e-06,5.57804769282689e-07,251,4
"285"," "," ","X","X"," "," ","X"," ","X","X","X",796.476321745751,26.3042034376804,1.94139898431434e-06,5.48172442378271e-07,1435,6
"286"," "," ","X","X"," "," ","X","X","X","X"," ",796.476466520157,26.3043482120859,1.9412584569587e-06,5.48132763144695e-07,1432,6
"287"," "," "," ","X"," ","X","X"," ","X","X","X",796.56624991513,26.3941316070589,1.85603919926542e-06,5.24070296333482e-07,1476,6
"288"," "," "," ","X","X"," ","X","X","X","X","X",796.585022818799,26.4129045107279,1.83869908510477e-06,5.19174150406055e-07,1813,7
"289","X","X"," ","X"," "," "," "," ","X"," "," ",796.630837776296,26.4587194682255,1.7970578931746e-06,5.07416364361903e-07,244,4
"290","X","X"," ","X"," "," ","X"," ","X","X","X",796.690641616621,26.5185233085501,1.74411786036737e-06,4.92468243281179e-07,1589,7
"291"," ","X"," ","X"," "," "," ","X","X"," "," ",796.763578905097,26.5914605970265,1.68165808062587e-06,4.74832131236235e-07,395,4
"292","X","X"," "," "," "," "," "," ","X"," "," ",796.769671702726,26.5975533946549,1.67654287487751e-06,4.7338780430962e-07,73,3
"293","X"," ","X","X","X"," "," ","X","X","X"," ",796.786221661219,26.6141033531484,1.662726760251e-06,4.6948669312115e-07,1628,7
"294","X","X"," "," ","X","X"," ","X","X","X"," ",796.799378901011,26.62726059294,1.65182421407848e-06,4.66408255658363e-07,1597,7
"295","X","X"," ","X"," "," "," ","X","X","X","X",796.805579211051,26.6334609029797,1.64671123256208e-06,4.64964556764767e-07,1590,7
"296"," "," "," ","X","X"," "," "," "," ","X","X",796.875221139585,26.7031028315139,1.59035799059553e-06,4.49052683659691e-07,506,4
"297","X","X"," ","X"," "," "," "," "," ","X"," ",796.878363175184,26.7062448671132,1.58786147143594e-06,4.48347767763362e-07,245,4
"298","X"," "," ","X","X"," ","X"," ","X","X","X",796.890569503269,26.7184511951984,1.57820000514534e-06,4.45619760992851e-07,1681,7
"299"," ","X","X","X"," "," ","X"," ","X","X","X",796.895789766265,26.7236714581941,1.57408606689757e-06,4.44458151454938e-07,1729,7
"300"," ","X","X","X"," "," "," ","X","X","X","X",796.903834142617,26.731715834546,1.5677675122577e-06,4.42674047539556e-07,1730,7
"301"," ","X"," ","X"," "," ","X","X","X","X","X",796.904489639252,26.7323713311811,1.56725376328804e-06,4.42528985638449e-07,1772,7
"302","X"," ","X","X","X"," "," "," ","X","X","X",796.91298083098,26.7408625229095,1.56061394216457e-06,4.40654169080075e-07,1631,7
"303","X","X"," ","X"," ","X"," ","X","X","X"," ",796.954872376184,26.7827540681126,1.52826564016193e-06,4.31520318769629e-07,1582,7
"304"," ","X","X","X"," ","X"," ","X","X","X"," ",796.975818910951,26.8037006028799,1.51234323084728e-06,4.27024475270649e-07,1722,7
"305","X"," ","X","X"," "," "," "," ","X","X","X",796.98973170841,26.8176134003387,1.50185927588109e-06,4.24064231010693e-07,1184,6
"306"," ","X"," "," "," "," ","X"," ","X"," "," ",796.998579824249,26.8264615161781,1.49522963921871e-06,4.22192290131635e-07,139,3
"307","X","X"," "," ","X"," "," ","X","X","X","X",797.014279649384,26.8421613413135,1.48353816584089e-06,4.18891091579303e-07,1605,7
"308","X"," ","X","X","X","X"," "," ","X","X"," ",797.044388091313,26.8722697832425,1.46137192088348e-06,4.12632241783441e-07,1619,7
"309"," "," ","X","X","X"," "," ","X","X","X","X",797.048984510912,26.8768662028408,1.4580172379738e-06,4.11685015201549e-07,1794,7
"310","X"," ","X","X"," ","X"," "," ","X","X"," ",797.084059340069,26.9119410319978,1.43267029477519e-06,4.04528065047424e-07,1172,6
"311","X"," "," ","X","X"," ","X","X","X","X"," ",797.085427487532,26.9133091794615,1.43169057779765e-06,4.04251432653589e-07,1678,7
"312","X"," ","X","X"," "," "," ","X","X","X"," ",797.085804064908,26.9136857568368,1.43142103203465e-06,4.04175323847297e-07,1181,6
"313"," ","X"," ","X"," ","X","X"," ","X","X","X",797.092026801062,26.9199084929913,1.42697427566563e-06,4.02919739951785e-07,1770,7
"314"," "," ","X","X","X","X"," ","X","X","X"," ",797.093536389276,26.9214180812049,1.42589761027327e-06,4.02615733252223e-07,1786,7
"315"," "," "," ","X"," ","X","X","X","X","X"," ",797.125762032917,26.9536437248461,1.40310648391326e-06,3.96180442257295e-07,1473,6
"316","X"," "," ","X"," ","X","X"," ","X","X"," ",797.181370924508,27.0092526164372,1.36463125562919e-06,3.85316596118535e-07,1243,6
"317"," "," "," "," ","X"," ","X"," ","X"," "," ",797.251566056243,27.079447748172,1.3175667758133e-06,3.7202749323016e-07,203,3
"318"," "," ","X","X","X","X"," "," ","X","X","X",797.333118025672,27.160999717601,1.26492230227134e-06,3.57162826115168e-07,1789,7
"319","X","X"," ","X"," ","X"," "," ","X","X","X",797.343294870364,27.1711765622933,1.25850219133278e-06,3.5535004681428e-07,1585,7
"320"," ","X","X","X"," "," "," "," ","X"," "," ",797.3635651115,27.1914468034291,1.24581153916606e-06,3.5176672064083e-07,356,4
"321"," "," ","X","X"," "," "," ","X","X","X","X",797.376123815041,27.2040055069705,1.23801316027814e-06,3.49564774293828e-07,1436,6
"322"," "," ","X","X"," ","X"," "," ","X","X","X",797.378848954677,27.2067306466059,1.23632742963565e-06,3.49088792236069e-07,1431,6
"323"," "," ","X","X"," ","X"," ","X","X","X"," ",797.412365336017,27.2402470279465,1.2157814563447e-06,3.43287441534365e-07,1428,6
"324","X"," ","X"," "," ","X"," "," ","X","X"," ",797.460974857592,27.2888565495206,1.18658838129874e-06,3.35044499523077e-07,689,5
"325"," "," "," ","X","X"," "," ","X"," ","X"," ",797.46137009847,27.2892517903994,1.18635391035033e-06,3.3497829442382e-07,502,4
"326","X","X"," "," ","X","X"," "," ","X","X","X",797.46918417449,27.2970658664195,1.18172782356239e-06,3.33672074881268e-07,1600,7
"327"," ","X"," ","X"," "," ","X"," ","X"," "," ",797.474511498095,27.3023931900238,1.17858428881357e-06,3.32784467988053e-07,392,4
"328"," ","X","X"," ","X","X"," ","X","X","X"," ",797.486835841781,27.3147175337103,1.17134398081615e-06,3.30740098257468e-07,1737,7
"329","X"," "," ","X"," "," ","X"," ","X","X","X",797.545943899507,27.3738255914365,1.13723259426956e-06,3.2110842428049e-07,1253,6
"330"," ","X","X","X"," ","X"," "," ","X","X","X",797.55443143017,27.3823131220996,1.13241667206162e-06,3.19748602904071e-07,1725,7
"331","X"," "," ","X","X"," "," "," "," ","X"," ",797.583902802951,27.41178449488,1.1158520801706e-06,3.15071433055283e-07,300,4
"332"," "," "," ","X"," "," ","X","X","X","X","X",797.620135268348,27.4480169602766,1.09581905361146e-06,3.09414917735209e-07,1478,6
"333"," ","X","X"," ","X"," "," ","X","X","X","X",797.628760418447,27.4566421103758,1.09110342725681e-06,3.08083415845564e-07,1745,7
"334"," ","X"," ","X"," "," ","X"," "," ","X"," ",797.644705165242,27.4725868571709,1.08243932593473e-06,3.05637024546758e-07,393,4
"335"," "," "," ","X","X","X"," "," "," ","X"," ",797.66065201562,27.4885337075494,1.07384289399444e-06,3.03209740340616e-07,495,4
"336"," ","X"," "," ","X"," "," ","X"," ","X"," ",797.697741365719,27.5256230576481,1.05411234027465e-06,2.97638631099577e-07,411,4
"337"," ","X","X","X"," "," "," "," "," ","X"," ",797.699683265595,27.5275649575241,1.05308934668137e-06,2.97349779142254e-07,357,4
"338"," ","X"," ","X"," "," "," ","X"," ","X"," ",797.733888802908,27.5617704948373,1.03523174570335e-06,2.92307515896921e-07,396,4
"339","X"," ","X"," "," "," "," ","X","X","X"," ",797.750774766,27.5786564579286,1.02652809725304e-06,2.89849958090843e-07,698,5
"340","X"," ","X"," "," "," "," "," ","X","X","X",797.762527792358,27.5904094842866,1.02051338144827e-06,2.88151645956373e-07,701,5
"341"," ","X"," ","X"," ","X"," ","X","X","X","X",797.840582305448,27.668463997377,9.81452716926336e-07,2.77122496335452e-07,1771,7
"342"," "," "," "," "," "," "," "," ","X"," "," ",797.860144467053,27.6880261589822,9.71899843471514e-07,2.74425151783523e-07,9,1
