"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","weights","model_id","Nparam"
"487"," "," "," ","X"," "," ","X"," "," ","X"," ",601.236704147001,32.7712898137099,5.30263699404929e-08,189,3
"488","X","X"," "," "," ","X"," ","X","X","X","X",601.257974570113,32.7925602368219,5.24654115212443e-08,1610,7
"489","X"," "," "," ","X"," "," "," ","X"," "," ",601.257976484488,32.7925621511966,5.24653613020399e-08,94,3
"490","X","X","X","X"," "," "," "," ","X"," "," ",601.263396102196,32.7979817689047,5.23233826558296e-08,566,5
"491"," ","X"," "," ","X","X","X","X"," ","X"," ",601.288919159923,32.823504826632,5.16598988361525e-08,1382,6
"492"," ","X"," "," ","X"," ","X"," "," ","X","X",601.324084450091,32.8586701168002,5.07595198874313e-08,878,5
"493","X","X","X"," "," ","X"," "," ","X","X","X",601.415690599504,32.9502762662129,4.84870188534868e-08,1550,7
"494"," "," "," ","X"," "," "," "," "," ","X","X",601.423792732045,32.9583783987537,4.8290992053721e-08,196,3
"495"," ","X","X","X"," "," ","X"," ","X"," "," ",601.43187295356,32.9664586202687,4.80962846817509e-08,784,5
"496"," ","X"," ","X","X","X"," ","X","X","X","X",601.476209979492,33.0107956462008,4.70417930121451e-08,1968,8
"497","X","X"," "," ","X"," ","X"," "," ","X"," ",601.526341214028,33.060926880737,4.58773165613811e-08,618,5
"498"," ","X","X","X"," ","X"," "," "," ","X"," ",601.605612448181,33.1401981148904,4.40945056067122e-08,781,5
"499","X","X"," ","X","X"," ","X","X","X","X"," ",601.623342294368,33.1579279610769,4.37053387215409e-08,1882,8
"500","X","X","X"," "," ","X","X","X","X","X"," ",601.683321912057,33.2179075787658,4.2414083000859e-08,1866,8
"501"," "," "," "," "," "," "," "," "," ","X","X",601.698233186294,33.2328188530029,4.20990348908483e-08,66,2
"502"," ","X","X","X"," "," "," "," ","X"," ","X",601.698799479088,33.2333851457972,4.20871163882144e-08,791,5
"503"," ","X"," "," ","X"," "," ","X"," ","X","X",601.754796873023,33.2893825397322,4.09250756947798e-08,881,5
"504"," ","X"," "," ","X","X"," ","X"," ","X"," ",601.773602605448,33.3081882721568,4.05420661987596e-08,868,5
"505"," "," "," "," ","X"," ","X"," "," ","X","X",601.80757784107,33.342163507779,3.9859169886077e-08,542,4
"506","X","X"," "," ","X"," "," ","X"," ","X"," ",601.842221304346,33.3768069710546,3.91746853848689e-08,621,5
"507","X","X","X"," ","X"," "," "," "," ","X"," ",601.874071850305,33.4086575170138,3.85557591911766e-08,573,5
"508"," "," "," "," ","X"," ","X","X"," ","X"," ",601.874964514246,33.4095501809545,3.85385543630264e-08,538,4
"509"," ","X"," ","X"," "," ","X","X"," ","X"," ",601.886840706989,33.4214263736978,3.83103868240625e-08,854,5
"510","X","X","X","X","X","X"," "," ","X","X"," ",601.900943644644,33.4355293113532,3.804119254855e-08,1823,8
"511"," ","X","X"," "," ","X","X"," "," ","X"," ",601.962031405822,33.4966170725314,3.68968324704755e-08,810,5
"512","X","X"," ","X","X","X"," ","X","X","X"," ",601.965875971202,33.5004616379106,3.68259744545054e-08,1878,8
"513"," "," ","X","X"," ","X","X"," ","X","X","X",601.968864637092,33.5034503038009,3.67709852839368e-08,1798,7
"514","X"," ","X","X","X"," "," "," ","X","X","X",601.973903298053,33.5084889647623,3.66784636151739e-08,1631,7
"515"," ","X"," ","X","X","X","X"," "," ","X"," ",601.976891411899,33.5114770786082,3.66237048192506e-08,1348,6
"516"," ","X","X"," "," ","X","X","X","X","X","X",601.979407551832,33.5139932185413,3.65776586069063e-08,1963,8
"517"," "," "," ","X"," ","X"," "," "," ","X"," ",601.983874003841,33.5184596705504,3.64960635725062e-08,185,3
"518"," "," "," "," "," ","X"," ","X","X","X","X",601.984185657251,33.51877132396,3.64903769542576e-08,1022,5
"519"," ","X"," "," ","X"," "," ","X","X"," ","X",602.034240448938,33.568826115647,3.55884513481391e-08,880,5
"520","X"," "," "," "," ","X"," "," ","X","X","X",602.06020360908,33.5947892757894,3.51294427915649e-08,766,5
"521"," "," "," ","X"," "," ","X","X","X","X","X",602.073177811238,33.6077634779468,3.49022921166188e-08,1478,6
"522"," ","X","X","X","X","X"," "," ","X","X","X",602.076280445382,33.6108661120911,3.4848189570953e-08,1945,8
"523","X"," ","X","X"," ","X","X"," ","X","X"," ",602.080312646237,33.6148983129456,3.47780028965368e-08,1635,7
"524","X"," "," "," "," "," "," ","X","X","X","X",602.102157740527,33.6367434072359,3.44002055310441e-08,771,5
"525","X","X"," "," ","X"," "," ","X","X"," "," ",602.10963089912,33.6442165658292,3.42719062846873e-08,620,5
"526"," ","X","X"," ","X"," ","X"," ","X"," "," ",602.164373066814,33.6989587335227,3.33465685814754e-08,799,5
"527","X","X","X","X"," "," "," "," "," ","X"," ",602.175065303757,33.7096509704661,3.31687695659863e-08,567,5
"528"," "," "," "," ","X","X","X","X"," ","X"," ",602.178237246231,33.7128229129397,3.31162065442324e-08,1004,5
"529"," ","X","X","X"," "," ","X"," "," ","X"," ",602.205675312674,33.7402609793825,3.26649864353774e-08,785,5
"530"," ","X","X"," ","X","X"," "," "," ","X"," ",602.225097368294,33.7596830350027,3.23493110904981e-08,796,5
"531","X","X","X"," ","X"," ","X","X","X","X"," ",602.2327436683,33.7673293350086,3.22258709371726e-08,1861,8
"532"," ","X"," ","X"," ","X"," ","X"," ","X"," ",602.253219003478,33.7878046701868,3.18976362285156e-08,848,5
"533"," "," "," ","X","X"," ","X"," ","X"," "," ",602.256959491857,33.7915451585658,3.18380356109277e-08,498,4
"534","X"," "," ","X"," "," ","X"," ","X","X","X",602.271747388232,33.8063330549408,3.16034949843857e-08,1253,6
"535"," ","X"," "," ","X","X"," ","X","X"," "," ",602.278504932472,33.8130905991808,3.14968941679844e-08,867,5
"536"," "," "," ","X","X"," ","X","X","X","X","X",602.306947820658,33.8415334873666,3.10521329181338e-08,1813,7
"537","X","X"," ","X"," ","X","X"," ","X","X","X",602.329826397162,33.8644120638711,3.06989425932567e-08,1890,8
"538"," "," "," "," "," ","X"," "," "," ","X"," ",602.362265837094,33.8968515038032,3.02050307253519e-08,55,2
"539"," "," "," ","X","X"," "," "," ","X"," ","X",602.372300179413,33.9068858461217,3.00538664419665e-08,505,4
"540"," ","X","X","X","X","X","X","X","X","X"," ",602.402048594329,33.9366342610382,2.96101471646279e-08,2026,9
"541","X","X"," ","X","X"," "," ","X","X","X","X",602.418528165187,33.9531138318962,2.93671683269469e-08,1886,8
"542","X"," "," "," "," "," "," "," "," ","X"," ",602.43728366189,33.9718693285993,2.90930576916791e-08,20,2
"543"," "," "," "," "," "," "," ","X"," ","X"," ",602.439247244519,33.9738329112276,2.90645083973521e-08,62,2
"544"," ","X"," "," "," ","X","X"," "," ","X","X",602.470231431197,34.0048170979064,2.8617708191794e-08,888,5
"545"," ","X","X"," ","X"," ","X","X","X","X","X",602.4764217442,34.011007410909,2.85292688436483e-08,1962,8
"546"," "," ","X","X","X","X","X"," ","X","X","X",602.477410721169,34.0119963878775,2.8515164936138e-08,1975,8
"547"," ","X"," ","X"," "," "," ","X"," ","X","X",602.482152178032,34.0167378447413,2.84476432932471e-08,861,5
"548","X"," "," ","X"," "," ","X","X","X","X"," ",602.485731715059,34.0203173817682,2.83967741325891e-08,1250,6
"549","X"," "," "," "," ","X"," ","X","X","X"," ",602.494609778318,34.0291954450269,2.82709993197628e-08,763,5
"550"," "," "," ","X"," "," "," "," ","X"," ","X",602.506375898386,34.040961565095,2.81051676107824e-08,195,3
"551"," "," "," "," ","X","X","X"," "," ","X","X",602.566669568553,34.1012552352618,2.72705298129992e-08,1008,5
"552","X","X"," "," "," ","X","X"," "," ","X"," ",602.601733617497,34.1363192842058,2.67965889281614e-08,628,5
"553"," "," "," ","X"," "," ","X"," ","X"," "," ",602.610586432312,34.1451720990206,2.66782384354236e-08,188,3
"554"," ","X","X","X"," "," "," "," "," ","X","X",602.619325891514,34.1539115582233,2.65619160809314e-08,792,5
"555","X"," ","X","X","X","X","X"," ","X","X"," ",602.627372648041,34.1619583147502,2.64552621435742e-08,1903,8
"556","X"," "," ","X"," "," "," "," "," ","X"," ",602.64716465383,34.1817503205388,2.61947519237734e-08,89,3
"557"," "," "," ","X","X"," "," ","X","X"," "," ",602.660451078549,34.1950367452577,2.60213113631387e-08,501,4
"558"," ","X","X"," ","X"," "," "," "," ","X","X",602.670578690881,34.2051643575898,2.58898775447528e-08,807,5
"559","X"," "," "," ","X"," ","X"," "," ","X"," ",602.675631598298,34.2102172650067,2.58245505252118e-08,324,4
"560"," "," "," ","X"," ","X"," ","X","X","X","X",602.706450253422,34.2410359201305,2.54296618651294e-08,1477,6
"561","X"," "," ","X"," ","X"," "," ","X","X","X",602.706525245958,34.2411109126668,2.54287083655845e-08,1249,6
"562","X","X","X","X","X"," ","X"," ","X","X"," ",602.76137707397,34.2959627406784,2.47407794562598e-08,1829,8
"563"," ","X"," ","X"," ","X"," "," ","X"," ","X",602.762145025765,34.2967306924744,2.4731281416877e-08,851,5
"564","X"," "," ","X","X"," ","X","X","X","X"," ",602.771825568091,34.3064112348004,2.46118645467708e-08,1678,7
"565"," "," "," ","X"," "," "," ","X"," ","X"," ",602.78592296979,34.320508636499,2.44389928524154e-08,192,3
"566"," "," ","X"," ","X"," "," ","X"," ","X"," ",602.80229977611,34.3368854428194,2.42396936109621e-08,467,4
"567"," ","X"," ","X"," "," ","X"," ","X"," ","X",602.805106481776,34.3396921484853,2.42057006259184e-08,857,5
"568","X","X"," "," "," ","X","X","X","X","X","X",602.857745332628,34.3923309993371,2.35769312141658e-08,1899,8
"569"," ","X","X","X","X"," ","X"," ","X","X","X",602.872215995062,34.4068016617706,2.34069599484584e-08,1949,8
"570","X","X"," "," ","X"," "," "," "," ","X","X",602.902538415081,34.4371240817895,2.30547587575622e-08,625,5
"571"," "," ","X"," ","X","X"," "," "," ","X"," ",602.908993578552,34.4435792452613,2.29804675941651e-08,460,4
"572"," ","X"," "," ","X"," ","X"," ","X"," ","X",602.933972832214,34.4685584989228,2.26952350612598e-08,877,5
"573"," ","X"," ","X"," ","X"," "," "," ","X","X",602.936937103319,34.4715227700275,2.26616225617998e-08,852,5
"574","X","X"," ","X"," "," "," ","X"," ","X"," ",602.947612951791,34.4821986184995,2.25409788175457e-08,606,5
"575"," ","X"," "," ","X","X"," "," "," ","X","X",602.990138927302,34.5247245940109,2.20667498899073e-08,872,5
"576"," "," "," ","X","X","X"," ","X","X","X","X",603.055057618104,34.5896432848126,2.13619777332309e-08,1812,7
"577","X","X"," "," ","X","X"," "," "," ","X"," ",603.058115359725,34.5927010264338,2.13293429825335e-08,614,5
"578","X","X","X"," ","X"," "," "," ","X"," "," ",603.063374617619,34.5979602843283,2.12733284058549e-08,572,5
"579","X"," ","X"," ","X"," "," "," "," ","X"," ",603.096319398795,34.630905065504,2.09257761978004e-08,279,4
"580"," "," "," ","X","X","X"," "," ","X"," "," ",603.108193137671,34.6427788043799,2.08019106472447e-08,494,4
"581","X","X"," "," ","X"," ","X"," ","X"," "," ",603.119172692598,34.6537583593067,2.06880256745742e-08,617,5
"582"," "," "," ","X","X","X","X","X","X","X","X",603.134938621456,34.6695242881646,2.05255838070015e-08,1980,8
"583","X","X"," ","X"," "," "," "," ","X"," ","X",603.140817865819,34.6754035325279,2.0465334943385e-08,609,5
"584"," ","X"," ","X"," "," ","X"," "," ","X","X",603.166028382494,34.700614049203,2.02089831938295e-08,858,5
"585"," "," ","X"," ","X"," ","X"," ","X"," "," ",603.224749637973,34.7593353046821,1.96242606756029e-08,463,4
"586","X","X","X","X","X"," "," "," ","X","X","X",603.227046984305,34.7616326510137,1.96017317556262e-08,1835,8
"587"," "," ","X"," ","X"," "," "," "," ","X","X",603.237276894202,34.7718625609108,1.95017257618946e-08,471,4
"588"," ","X","X"," ","X","X","X"," "," ","X"," ",603.268253120656,34.8028387873653,1.9202007849031e-08,1313,6
"589","X"," "," ","X"," ","X"," ","X","X","X"," ",603.279337063054,34.8139227297634,1.90958852104873e-08,1246,6
"590","X"," "," ","X","X"," ","X"," ","X","X","X",603.279719206775,34.8143048734838,1.90922368727359e-08,1681,7
"591","X","X"," "," ","X"," ","X","X","X","X","X",603.293896307868,34.8284819745771,1.89573791242868e-08,1898,8
"592","X","X"," ","X"," ","X"," "," ","X"," "," ",603.299834222504,34.8344198892129,1.89011789440586e-08,598,5
"593","X","X"," ","X"," "," ","X"," ","X"," "," ",603.328276158089,34.8628618247976,1.8634288107944e-08,602,5
"594"," "," "," ","X"," ","X"," "," ","X"," "," ",603.354748933335,34.8893346000443,1.83892626508272e-08,184,3
"595","X"," "," ","X"," "," "," ","X","X","X","X",603.382410883988,34.9169965506974,1.81366720267909e-08,1254,6
"596","X","X","X","X"," ","X"," ","X","X","X"," ",603.391757307399,34.9263429741083,1.80521132531921e-08,1842,8
"597"," "," ","X"," ","X"," ","X","X","X","X","X",603.394899010307,34.9294846770156,1.80237783256542e-08,1806,7
"598","X"," ","X"," ","X"," ","X","X","X","X"," ",603.414158466859,34.9487441335677,1.78510472493361e-08,1657,7
"599","X","X"," ","X","X","X"," "," ","X","X","X",603.427375157444,34.9619608241525,1.77334702877465e-08,1881,8
"600","X","X"," ","X"," ","X"," "," "," ","X"," ",603.448181118621,34.9827667853302,1.75499455975789e-08,599,5
"601"," "," "," ","X"," ","X","X"," "," ","X"," ",603.463695617345,34.9982812840542,1.74143329638367e-08,509,4
"602","X"," "," ","X","X"," "," "," ","X"," "," ",603.510681538645,35.0452672053538,1.70099869641275e-08,299,4
"603"," ","X","X"," "," "," ","X","X","X"," "," ",603.519281867416,35.0538675341253,1.69369982681495e-08,818,5
"604"," ","X","X","X"," ","X"," ","X","X","X","X",603.56112972222,35.0957153889293,1.65862916213552e-08,1955,8
"605","X"," "," ","X","X","X"," "," ","X","X","X",603.567001761051,35.10158742776,1.65376653658719e-08,1677,7
"606","X","X","X","X"," "," ","X","X","X","X"," ",603.589508515819,35.1240941825281,1.63526040120725e-08,1846,8
"607"," "," "," ","X"," "," "," ","X","X"," "," ",603.600300895286,35.1348865619947,1.62645999151404e-08,191,3
"608","X","X"," ","X"," "," "," "," "," ","X","X",603.611230199474,35.1458158661834,1.61759619435673e-08,610,5
"609","X"," "," ","X"," "," "," "," ","X"," "," ",603.617635941664,35.152221608373,1.61242353037267e-08,88,3
"610","X"," "," "," ","X","X","X"," "," ","X"," ",603.626389274316,35.1609749410248,1.6053819112531e-08,739,5
"611"," ","X"," ","X","X","X","X","X","X","X","X",603.653173838961,35.1877595056698,1.58402550814617e-08,2034,9
"612","X","X"," ","X"," "," ","X"," "," ","X"," ",603.657569666487,35.1921553331963,1.5805477799538e-08,603,5
"613","X"," "," ","X","X","X"," ","X","X","X"," ",603.6728189249,35.2074045916095,1.56854251519493e-08,1674,7
"614"," ","X","X"," "," ","X","X"," ","X"," "," ",603.693782991112,35.2283686578209,1.55218687058053e-08,809,5
"615"," ","X","X","X"," "," ","X","X","X","X","X",603.697190900524,35.2317765672333,1.54954426653567e-08,1956,8
"616"," ","X","X"," ","X","X"," "," ","X"," "," ",603.789805634398,35.3243913011072,1.47942500059162e-08,795,5
"617","X"," "," ","X","X","X","X","X","X","X"," ",603.800711399542,35.3352970662514,1.47137982442415e-08,1928,8
"618"," ","X"," "," ","X","X","X"," "," ","X","X",603.841734508185,35.3763201748937,1.44150695407496e-08,1386,6
"619"," ","X"," "," ","X","X","X","X","X"," "," ",603.849026275563,35.3836119422716,1.43626095634342e-08,1381,6
"620","X","X"," ","X","X"," ","X"," ","X","X","X",603.875084168888,35.4096698355971,1.41766936636466e-08,1885,8
"621","X","X","X"," ","X","X"," ","X","X","X"," ",603.922295133876,35.4568808005851,1.38459648335691e-08,1857,8
"622"," ","X","X"," ","X"," "," "," ","X"," ","X",603.926717398793,35.4613030655016,1.38153833935763e-08,806,5
"623","X"," "," ","X","X"," "," ","X","X","X","X",603.940578657266,35.4751643239745,1.37199651297609e-08,1682,7
"624"," ","X","X","X","X"," "," ","X","X"," "," ",603.962161715821,35.4967473825304,1.35727017520491e-08,1285,6
"625"," "," ","X"," ","X","X","X","X","X","X","X",603.989474305984,35.5240599726931,1.33886088066808e-08,1979,8
"626","X"," ","X"," ","X","X","X","X","X","X"," ",604.042121164088,35.5767068307974,1.3040772914423e-08,1921,8
"627"," "," ","X"," "," "," ","X"," "," ","X"," ",604.10488032449,35.6394659911991,1.26379127825347e-08,168,3
"628"," "," ","X","X","X","X"," "," "," ","X"," ",604.110116153241,35.6447018199497,1.26048710780354e-08,901,5
"629"," "," "," "," "," "," "," "," ","X"," ","X",604.14017252091,35.6747581876194,1.24168590364936e-08,65,2
"630"," "," "," ","X"," ","X","X","X","X","X","X",604.158955241622,35.693540908331,1.23007936975626e-08,1814,7
"631","X","X"," ","X","X","X","X","X","X","X"," ",604.231612946464,35.7661986131733,1.18619397734095e-08,2009,9
"632","X","X"," "," ","X","X","X"," "," ","X"," ",604.246464153798,35.781049820507,1.17741839332114e-08,1117,6
"633"," ","X","X"," ","X","X"," ","X","X","X","X",604.33758034772,35.8721660144287,1.12498099537168e-08,1961,8
"634","X","X","X","X"," "," "," ","X","X","X","X",604.349488978705,35.8840746454135,1.11830240654651e-08,1850,8
"635","X","X","X"," ","X"," "," ","X","X","X","X",604.358821825873,35.8934074925821,1.11309609070725e-08,1865,8
"636","X","X","X"," "," ","X","X"," ","X","X","X",604.392191294236,35.926776960945,1.09467845227327e-08,1869,8
"637","X","X"," "," ","X"," "," "," ","X"," ","X",604.397200002206,35.9317856689147,1.09194041986138e-08,624,5
"638"," "," ","X","X","X"," ","X"," "," ","X"," ",604.415110927064,35.9496965937734,1.08220524501609e-08,905,5
"639"," ","X"," "," "," "," ","X","X","X"," ","X",604.432960877417,35.9675465441259,1.07258956375516e-08,894,5
"640"," ","X"," "," "," ","X","X"," ","X"," ","X",604.467330617951,36.0019162846601,1.05431472634836e-08,887,5
"641","X","X"," "," "," "," ","X","X","X"," "," ",604.494964214248,36.0295498809566,1.03984764709769e-08,636,5
"642","X","X","X"," ","X","X","X","X","X","X"," ",604.52147628983,36.0560619565387,1.0261543473581e-08,2002,9
"643","X"," ","X"," ","X"," ","X"," ","X","X","X",604.592288731183,36.126874397892,9.90457769568462e-09,1660,7
"644","X","X"," "," "," ","X","X"," ","X"," "," ",604.597480550031,36.1320662167396,9.87889965246261e-09,627,5
"645"," "," "," "," "," "," "," ","X","X"," "," ",604.668812148753,36.2033978154624,9.5327699855604e-09,61,2
"646"," ","X","X"," ","X","X","X","X","X","X","X",604.708936278414,36.2435219451227,9.3434285764812e-09,2033,9
"647","X"," "," ","X","X","X","X"," ","X","X","X",604.729869260212,36.264454926921,9.24614565978923e-09,1931,8
"648","X"," "," ","X"," ","X","X","X","X","X"," ",604.734998419278,36.269584085987,9.22246356415937e-09,1683,7
"649"," "," ","X","X","X"," "," ","X"," ","X"," ",604.742335660266,36.276921326975,9.18869183103645e-09,908,5
"650","X"," "," ","X"," ","X","X"," ","X","X","X",604.756574159158,36.2911598258672,9.12350754870547e-09,1686,7
"651"," ","X"," "," ","X","X"," "," ","X"," ","X",604.78555212781,36.3201377945186,8.99227023441858e-09,871,5
"652"," ","X","X"," "," "," ","X","X"," ","X"," ",604.79806531412,36.3326509808289,8.9361848925582e-09,819,5
"653"," "," "," "," "," ","X","X"," ","X"," "," ",604.809474882223,36.3440605489317,8.88535102348952e-09,213,3
"654"," "," "," "," "," ","X"," "," ","X"," "," ",604.82781439046,36.3624000571687,8.80424695980667e-09,54,2
"655","X"," "," "," "," "," "," "," ","X"," "," ",604.830517976318,36.3651036430266,8.79235348159248e-09,19,2
"656"," "," ","X","X"," ","X"," "," "," ","X"," ",604.83698061118,36.3715662778887,8.76398844941962e-09,445,4
"657","X","X"," "," ","X","X"," "," ","X"," "," ",604.84492545532,36.3795111220287,8.72924324528031e-09,613,5
"658","X","X"," ","X"," "," ","X","X","X","X","X",604.878398916816,36.4129845835254,8.58436006882273e-09,1892,8
"659","X","X","X"," ","X"," ","X"," ","X","X","X",604.925230320883,36.4598159875915,8.38568637093093e-09,1864,8
"660","X"," ","X"," "," "," ","X","X","X","X"," ",604.955869391477,36.4904550581855,8.25820055756517e-09,1215,6
"661"," ","X"," ","X","X","X","X"," ","X"," "," ",604.967183635637,36.5017693023458,8.21161480373733e-09,1347,6
"662"," "," "," "," ","X"," ","X","X","X"," "," ",604.973817194119,36.5084028608279,8.18442380841251e-09,537,4
"663"," "," ","X"," "," "," ","X","X","X","X","X",604.982876674249,36.5174623409582,8.14743433557341e-09,1457,6
"664"," ","X"," ","X","X"," ","X","X","X"," "," ",605.000502083457,36.5350877501655,8.07594885635423e-09,1356,6
"665"," "," ","X","X"," ","X"," "," ","X"," "," ",605.019472070973,36.5540577376818,7.99971066281961e-09,444,4
"666","X","X","X","X"," ","X"," "," ","X","X","X",605.029393028806,36.5639786955146,7.96012652604561e-09,1845,8
"667"," "," ","X","X"," "," ","X"," "," ","X"," ",605.039383361397,36.5739690281055,7.92046351445623e-09,449,4
"668","X","X"," ","X"," ","X"," ","X","X","X","X",605.070115552766,36.6047012194751,7.79968722070224e-09,1891,8
"669"," ","X","X","X","X"," "," ","X"," ","X"," ",605.072016293314,36.6066019600229,7.79227815105964e-09,1286,6
"670"," "," "," "," ","X"," "," ","X"," ","X","X",605.146088040886,36.6806737075948,7.50896311441071e-09,545,4
"671"," "," ","X"," ","X"," "," ","X","X"," "," ",605.15278043961,36.6873661063192,7.48387861909343e-09,466,4
"672"," "," "," "," ","X","X"," "," "," ","X","X",605.163930410496,36.6985160772051,7.44227219011544e-09,536,4
"673","X"," "," "," ","X"," ","X","X","X","X","X",605.221472423556,36.7560580902654,7.23120144685035e-09,1694,7
"674"," "," ","X","X"," "," "," ","X","X"," "," ",605.230483581789,36.7650692484979,7.19869398409108e-09,451,4
"675","X","X","X"," "," "," "," ","X","X"," "," ",605.240838253635,36.7754239203441,7.16152024064258e-09,584,5
"676"," "," ","X","X"," "," ","X"," ","X"," "," ",605.258337130297,36.7929227970061,7.09913427998249e-09,448,4
"677","X","X"," "," ","X","X"," ","X","X","X","X",605.279035073934,36.8136207406433,7.02604439429964e-09,1897,8
"678"," ","X"," ","X"," ","X","X","X"," ","X"," ",605.288092351378,36.8226780180872,6.99429791601491e-09,1367,6
"679"," ","X"," "," "," "," "," "," "," "," "," ",605.296576384728,36.8311620514365,6.96469082890385e-09,2,1
"680"," ","X"," ","X"," ","X","X","X","X"," "," ",605.303492714361,36.8380783810703,6.94064737718932e-09,1366,6
"681"," "," ","X","X","X"," "," ","X","X"," "," ",605.351856758729,36.886442425438,6.77482157076257e-09,907,5
"682"," "," ","X","X","X"," "," "," "," ","X","X",605.37061522757,36.905200894279,6.71157599228878e-09,912,5
"683","X"," "," "," ","X"," "," "," "," ","X","X",605.398740925137,36.9333265918463,6.61785266706879e-09,331,4
"684","X"," ","X"," "," "," ","X"," ","X","X","X",605.415025709767,36.9496113764759,6.56418629719054e-09,1218,6
"685"," ","X"," "," "," "," ","X","X"," ","X","X",605.439656761135,36.9742424278436,6.48384065716452e-09,895,5
"686","X","X"," "," "," "," ","X","X"," ","X"," ",605.472075595981,37.0066612626904,6.37958859269511e-09,637,5
"687","X"," ","X","X","X"," "," "," "," ","X"," ",605.501103956084,37.0356896227929,6.28766282255941e-09,650,5
"688"," ","X"," ","X","X"," ","X","X"," ","X"," ",605.529850318532,37.0644359852414,6.19793548369811e-09,1357,6
"689"," "," "," "," ","X"," ","X"," ","X"," ","X",605.621724246999,37.1563099137081,5.91966160452931e-09,541,4
"690"," "," ","X","X","X","X","X"," "," ","X"," ",605.64526334735,37.1798490140593,5.85039824906255e-09,1404,6
"691","X","X","X","X","X","X","X"," ","X","X"," ",605.695553524034,37.2301391907428,5.70512359465108e-09,1984,9
"692"," "," "," "," ","X","X"," ","X"," ","X"," ",605.702140170519,37.2367258372282,5.68636568340087e-09,532,4
"693","X","X"," "," ","X","X","X","X","X","X","X",605.706494400043,37.241080066752,5.67399927915495e-09,2016,9
"694"," ","X","X","X","X","X","X"," ","X","X","X",605.742956850861,37.2775425175699,5.57149257001516e-09,2029,9
"695"," "," "," ","X","X","X","X"," ","X"," "," ",605.760004074531,37.2945897412397,5.52420514612358e-09,969,5
"696","X","X","X"," ","X","X"," "," ","X","X","X",605.772397157681,37.3069828243903,5.49008001734713e-09,1860,8
"697"," ","X"," ","X","X"," "," ","X","X"," ","X",605.783928069907,37.3185137366161,5.45851827330314e-09,1363,6
"698","X","X","X","X"," "," ","X"," ","X","X","X",605.791666867891,37.3262525345999,5.43743789869087e-09,1849,8
"699"," ","X","X","X","X","X"," "," "," ","X"," ",605.792071836969,37.3266575036776,5.43633701304553e-09,1279,6
"700"," "," ","X","X"," "," "," ","X"," ","X"," ",605.817616470186,37.3522021368949,5.36734393415989e-09,452,4
"701"," "," ","X","X"," "," "," "," ","X"," ","X",605.847620834662,37.3822065013712,5.28742305506802e-09,455,4
"702","X"," ","X"," ","X","X","X"," ","X","X","X",605.852407530725,37.386993197434,5.27478354291726e-09,1924,8
"703","X"," "," "," ","X","X","X","X","X","X","X",605.861629290629,37.396214957338,5.25051813466096e-09,1935,8
"704"," "," ","X","X"," "," "," "," "," ","X","X",605.867026637813,37.4016123045221,5.2363678021784e-09,456,4
"705"," ","X"," ","X","X","X"," ","X","X"," "," ",605.891807464673,37.426393131382,5.171887334992e-09,1350,6
"706","X","X","X"," "," "," ","X"," "," ","X"," ",605.894826015221,37.4294116819297,5.16408742090776e-09,582,5
"707"," "," ","X","X","X","X"," "," ","X"," "," ",605.9145297534,37.4491154201095,5.1134612981127e-09,900,5
"708","X"," ","X","X"," "," "," "," ","X"," "," ",605.921550732037,37.456136398746,5.09554201796944e-09,272,4
"709"," "," ","X"," "," "," ","X"," ","X"," "," ",605.934430927634,37.4690165943431,5.06283167100859e-09,167,3
"710"," ","X","X","X"," ","X","X"," "," ","X"," ",605.936685141617,37.4712708083264,5.05712853266198e-09,1293,6
"711","X"," ","X","X"," "," "," "," "," ","X"," ",605.960521461416,37.4951071281253,4.99721460724154e-09,273,4
"712","X"," "," "," ","X"," "," ","X"," ","X"," ",605.962435701371,37.4970213680797,4.99243396150124e-09,327,4
"713","X"," "," "," ","X","X"," "," "," ","X"," ",605.983554587765,37.5181402544739,4.93999399435843e-09,320,4
"714","X","X","X"," "," "," ","X"," ","X"," "," ",606.02679944628,37.5613851129895,4.83432584164237e-09,581,5
"715"," ","X"," ","X","X","X"," ","X"," ","X"," ",606.050432562243,37.5850182289523,4.77753693552403e-09,1351,6
"716","X"," ","X"," ","X"," "," "," ","X"," "," ",606.070394069981,37.6049797366904,4.7300906838147e-09,278,4
"717"," "," ","X","X","X"," ","X"," ","X"," "," ",606.095317160177,37.6299028268861,4.67151219274863e-09,904,5
"718","X"," ","X"," ","X","X"," ","X","X","X"," ",606.13298264454,37.6675683112492,4.58435805959819e-09,1653,7
"719"," "," ","X"," ","X","X"," "," ","X"," "," ",606.150154419199,37.6847400859078,4.54516576888002e-09,459,4
"720"," ","X","X"," "," ","X"," ","X","X"," "," ",606.186653664743,37.7212393314524,4.46297050567385e-09,812,5
"721"," ","X","X"," "," "," "," ","X","X"," ","X",606.196475263211,37.7310609299202,4.44110747993586e-09,825,5
"722"," "," ","X"," ","X","X"," ","X","X","X","X",606.199847789988,37.7344334566974,4.43362491354956e-09,1805,7
"723"," ","X"," ","X"," "," "," "," "," "," "," ",606.217644446867,37.752230113576,4.39434807117592e-09,23,2
"724"," "," ","X"," ","X"," "," "," ","X"," ","X",606.239260908344,37.7738465750532,4.34710869020779e-09,470,4
