"","area","bordering_language_richness","L1_pop","bordering_language_richness_perkm","bordering_language_evenness","roughness","altitude_range","islands11km","small_family","isolate_or_mono","vehicularity","BIC","delta","weights","model_id","Nparam"
"1856","X","X"," ","X","X","X"," "," "," "," ","X",634.852956440893,66.387542107602,2.65959471095508e-15,1084,6
"1857"," ","X","X","X"," ","X"," ","X"," "," ","X",635.017341392499,66.5519270592083,2.44973846794037e-15,1297,6
"1858","X","X","X"," "," ","X"," ","X"," "," "," ",635.028559555981,66.5631452226896,2.43603614926814e-15,576,5
"1859","X"," ","X"," "," ","X"," ","X","X"," ","X",635.041499635192,66.5760853019012,2.42032577707121e-15,1212,6
"1860","X","X"," "," ","X"," ","X","X"," "," ","X",635.170684152982,66.705269819691,2.26893348533114e-15,1127,6
"1861","X","X"," "," ","X","X","X"," "," "," ","X",635.206249255188,66.7408349218965,2.22894268274066e-15,1118,6
"1862"," "," "," ","X","X"," ","X","X"," "," ","X",635.432964716703,66.967550383412,1.9900695919964e-15,980,5
"1863"," "," "," ","X"," ","X","X"," "," "," ","X",635.70389656174,67.2384822284492,1.73794553126542e-15,510,4
"1864"," "," ","X","X","X","X","X"," "," "," ","X",635.854498025132,67.3890836918413,1.61188282907205e-15,1405,6
"1865"," "," "," "," ","X","X","X","X"," "," ","X",635.999880773805,67.5344664405138,1.49887013422352e-15,1005,5
"1866","X"," ","X","X","X","X","X"," "," "," "," ",636.124293507777,67.6588791744857,1.40847169662653e-15,1150,6
"1867"," ","X"," ","X","X","X","X","X"," "," ","X",636.150405139259,67.684990805968,1.39020246901844e-15,1754,7
"1868","X","X","X","X"," ","X"," "," "," "," ","X",636.299554968332,67.8341406350409,1.29029965637678e-15,1034,6
"1869","X","X"," ","X"," ","X","X"," "," "," ","X",636.325555087243,67.8601407539518,1.27363424450713e-15,1098,6
"1870","X","X","X"," ","X"," "," ","X"," "," ","X",636.463397166066,67.9979828327752,1.18881068654506e-15,1056,6
"1871"," ","X","X"," "," ","X"," ","X"," "," ","X",636.477709677116,68.0122953438246,1.18033362169996e-15,814,5
"1872","X","X","X","X"," "," ","X"," "," "," ","X",636.511156991043,68.0457426577523,1.16075826908404e-15,1038,6
"1873","X","X"," ","X"," "," ","X","X"," "," ","X",636.548033475282,68.0826191419906,1.13955203074021e-15,1107,6
"1874","X","X","X"," ","X","X"," ","X"," "," "," ",636.657127902005,68.1917135687144,1.07905754465861e-15,1046,6
"1875","X"," "," ","X","X"," ","X"," "," "," ","X",636.764758678133,68.2993443448416,1.02252251501052e-15,710,5
"1876","X","X"," "," "," ","X"," ","X"," "," ","X",636.831972724808,68.3665583915165,9.88729597181652e-16,632,5
"1877","X","X","X"," "," ","X"," "," "," "," ","X",636.84214991017,68.3767355768789,9.83711134275459e-16,579,5
"1878"," "," ","X"," "," "," ","X","X"," "," "," ",636.845182067737,68.3797677344459,9.82220880652104e-16,166,3
"1879","X","X","X"," ","X"," ","X"," "," "," ","X",636.932200890956,68.466786557665,9.40401395711778e-16,1053,6
"1880","X","X"," ","X","X","X","X","X"," "," "," ",636.973956100043,68.5085417667518,9.20971596829589e-16,1556,7
"1881"," "," "," "," "," ","X","X"," "," "," ","X",637.024549903252,68.5591355699606,8.97966079932601e-16,215,3
"1882","X"," ","X"," "," "," ","X"," "," "," "," ",637.066575171074,68.6011608377828,8.79294306013844e-16,79,3
"1883","X"," "," ","X","X"," ","X","X"," "," "," ",637.144888778706,68.6794744454154,8.4552932973624e-16,707,5
"1884"," "," ","X","X"," ","X","X","X"," "," "," ",637.209397643697,68.7439833104062,8.18692392740477e-16,913,5
"1885"," "," ","X"," "," "," ","X"," "," "," ","X",637.306621584766,68.8412072514751,7.79845991916751e-16,169,3
"1886","X"," "," "," "," "," "," "," "," "," ","X",637.31578367681,68.8503693435185,7.76281651974019e-16,21,2
"1887"," "," "," ","X"," ","X","X","X"," "," "," ",637.318567499129,68.8531531658381,7.75201888521239e-16,507,4
"1888"," "," "," ","X","X","X"," ","X"," "," ","X",637.359240998213,68.8938266649224,7.59596025985423e-16,974,5
"1889","X","X","X","X","X"," ","X","X"," "," "," ",637.417185480161,68.9517711468701,7.37904569213561e-16,1491,7
"1890","X"," "," "," ","X","X","X","X"," "," "," ",637.43783953296,68.9724251996689,7.30323421976606e-16,737,5
"1891","X","X"," ","X"," ","X"," ","X"," "," ","X",637.438056465717,68.9726421324261,7.30244210735769e-16,1101,6
"1892"," "," "," "," "," ","X"," "," "," "," ","X",637.491529541538,69.026115208247,7.10978702839255e-16,56,2
"1893"," "," "," "," "," "," "," ","X"," "," ","X",637.495750077542,69.030335744251,7.0947992919577e-16,63,2
"1894","X","X","X","X","X","X","X"," "," "," "," ",637.515539065361,69.0501247320699,7.024945994977e-16,1486,7
"1895","X"," "," ","X","X"," "," ","X"," "," ","X",637.666925575971,69.2015112426802,6.5128312684167e-16,713,5
"1896","X","X","X"," "," ","X","X","X"," "," "," ",637.67641953853,69.2110052052386,6.48198824385864e-16,1060,6
"1897"," "," "," "," "," ","X","X","X"," "," "," ",637.681301521896,69.2158871886046,6.46618506003316e-16,212,3
"1898","X"," "," "," ","X"," "," ","X"," "," ","X",637.704627346706,69.2392130134148,6.39120858200921e-16,328,4
"1899","X"," "," ","X"," ","X","X"," "," "," "," ",637.713756704152,69.2483423708613,6.36210125152564e-16,302,4
"1900","X"," "," "," ","X","X","X"," "," "," ","X",637.72741837161,69.2620040383189,6.31879088706609e-16,740,5
"1901","X"," ","X"," ","X"," ","X","X"," "," "," ",637.76866465264,69.303250319349,6.18981211967826e-16,672,5
"1902"," "," ","X"," ","X"," ","X","X"," "," ","X",637.778441959615,69.3130276263237,6.15962611764321e-16,945,5
"1903"," "," "," "," ","X","X"," ","X"," "," ","X",637.833840993125,69.3684266598342,5.99134881011931e-16,533,4
"1904"," ","X","X"," ","X","X"," ","X"," "," ","X",637.840950078949,69.3755357456581,5.97009010853999e-16,1317,6
"1905"," ","X","X","X","X"," ","X","X"," "," ","X",637.862636185734,69.3972218524432,5.90570579482425e-16,1708,7
"1906"," ","X","X","X","X","X","X"," "," "," ","X",637.946100830325,69.4806864970344,5.66431882855976e-16,1699,7
"1907"," "," ","X","X"," ","X","X"," "," "," ","X",638.032282391682,69.5668680583913,5.42542297691345e-16,916,5
"1908","X","X","X","X","X","X"," ","X"," "," "," ",638.073998505028,69.6085841717369,5.31343122238633e-16,1487,7
"1909","X"," "," ","X","X","X"," "," "," "," ","X",638.118718553898,69.653304220607,5.19594120533555e-16,706,5
"1910","X"," ","X","X"," ","X","X"," "," "," "," ",638.225690301102,69.7602759678111,4.92533311436803e-16,652,5
"1911","X"," "," "," ","X","X"," "," "," "," ","X",638.268759062919,69.8033447296277,4.82040297270537e-16,321,4
"1912","X","X","X"," ","X","X","X","X"," "," "," ",638.273265197826,69.807850864535,4.80955450540763e-16,1521,7
"1913","X","X","X","X","X"," "," ","X"," "," ","X",638.281930170016,69.8165158367254,4.78876225098862e-16,1497,7
"1914","X"," "," "," "," ","X","X"," "," "," "," ",638.299863754787,69.8344494214956,4.74601435627339e-16,97,3
"1915"," "," "," "," "," ","X"," ","X"," "," "," ",638.571127434147,70.1057131008562,4.14404905817316e-16,53,2
"1916","X","X"," "," ","X","X"," ","X"," "," ","X",638.577174913753,70.1117605804615,4.13153745753707e-16,1121,6
"1917","X"," "," "," "," ","X"," "," "," "," "," ",638.592910658929,70.1274963256375,4.0991585906582e-16,16,2
"1918","X"," "," "," "," "," "," ","X"," "," "," ",638.597849184865,70.1324348515743,4.08904917668604e-16,18,2
"1919"," ","X","X","X","X","X"," ","X"," "," ","X",638.640443525901,70.17502919261,4.00288478475813e-16,1702,7
"1920"," "," ","X","X","X"," ","X","X"," "," ","X",638.710378652441,70.2449643191497,3.86533260553472e-16,1414,6
"1921"," ","X","X"," "," ","X","X","X"," "," ","X",638.827848878466,70.362434545175,3.64484055525631e-16,1333,6
"1922"," "," "," ","X","X","X","X","X"," "," ","X",638.906309392244,70.440895058953,3.50462093271867e-16,1460,6
"1923","X"," ","X","X","X"," ","X","X"," "," "," ",638.937239623728,70.4718252904366,3.45083851196709e-16,1155,6
"1924","X","X","X"," ","X","X"," "," "," "," ","X",639.018414123179,70.5529997898875,3.31358272649512e-16,1049,6
"1925","X"," "," "," ","X","X"," ","X"," "," "," ",639.050592440959,70.5851781076682,3.26069655536e-16,318,4
"1926","X"," ","X"," ","X"," ","X"," "," "," ","X",639.105585307174,70.6401709738825,3.17226044129187e-16,675,5
"1927"," ","X","X"," ","X","X","X","X"," "," ","X",639.139207652114,70.6737933188228,3.11937678747815e-16,1733,7
"1928","X"," "," ","X","X","X"," ","X"," "," "," ",639.195434346149,70.7300200128575,3.03290190994486e-16,703,5
"1929","X","X"," "," "," ","X","X","X"," "," ","X",639.296684646442,70.831270313151,2.88318255285835e-16,1137,6
"1930","X","X","X","X"," ","X","X","X"," "," "," ",639.332736631745,70.8673222984543,2.83167594886972e-16,1501,7
"1931"," "," ","X","X","X","X"," ","X"," "," ","X",639.557182204436,71.0917678711451,2.53107966838145e-16,1408,6
"1932","X","X"," ","X","X","X","X"," "," "," ","X",639.685525632672,71.2201112993811,2.37375774043763e-16,1559,7
"1933","X"," ","X","X","X","X"," ","X"," "," "," ",639.715967709483,71.2505533761919,2.33790026896611e-16,1151,6
"1934","X","X"," ","X","X"," ","X","X"," "," ","X",639.808991544361,71.3435772110699,2.231650147189e-16,1568,7
"1935"," ","X","X","X"," ","X","X","X"," "," ","X",639.875283787147,71.4098694538555,2.15889208555057e-16,1718,7
"1936"," "," "," ","X"," "," ","X","X"," "," ","X",639.894432738203,71.4290184049124,2.13832046450089e-16,519,4
"1937","X","X"," "," ","X","X","X","X"," "," ","X",639.990422693269,71.5250083599775,2.03811571865923e-16,1593,7
"1938","X"," ","X","X","X"," "," ","X"," "," ","X",640.022387509648,71.5569731763566,2.00580064552109e-16,1161,6
"1939","X"," "," ","X"," "," ","X"," "," "," ","X",640.193869877464,71.7284555441731,1.84098751684715e-16,310,4
"1940","X"," ","X","X","X"," ","X"," "," "," ","X",640.359788802441,71.8943744691504,1.69442365947435e-16,1158,6
"1941","X","X","X","X","X","X"," "," "," "," ","X",640.551526652724,72.0861123194329,1.53952470236639e-16,1490,7
"1942","X"," ","X","X","X","X"," "," "," "," ","X",640.58269471389,72.1172803805985,1.51571868100052e-16,1154,6
"1943","X","X","X"," "," "," ","X","X"," "," ","X",640.63181992094,72.1664055876493,1.47894219607724e-16,1072,6
"1944","X","X","X","X","X"," ","X"," "," "," ","X",640.660135820764,72.1947214874734,1.45815093465649e-16,1494,7
"1945","X"," "," ","X","X","X","X"," "," "," ","X",640.711655361667,72.2462410283763,1.42106896333533e-16,1223,6
"1946","X","X","X"," "," ","X","X"," "," "," ","X",640.799338204615,72.3339238713235,1.360113235958e-16,1063,6
"1947","X"," "," ","X","X","X","X","X"," "," "," ",640.817261502679,72.3518471693882,1.3479788318391e-16,1220,6
"1948","X"," ","X"," "," "," "," "," "," "," ","X",640.905575380885,72.4401610475942,1.28975124943009e-16,83,3
"1949","X"," ","X"," "," "," "," ","X"," "," "," ",640.954653443576,72.4892391102845,1.25848716706787e-16,80,3
"1950","X","X"," ","X","X","X"," ","X"," "," ","X",641.049978392414,72.5845640591225,1.19991157204498e-16,1562,7
"1951"," "," "," "," "," "," ","X","X"," "," ","X",641.073272552705,72.6078582194144,1.18601717743051e-16,224,3
"1952","X"," ","X"," "," ","X"," "," "," "," "," ",641.09232633378,72.6269120004895,1.17477177352567e-16,78,3
"1953"," "," ","X"," "," ","X","X","X"," "," "," ",641.159418642134,72.6940043088425,1.1360163800535e-16,472,4
"1954","X"," ","X"," ","X","X","X","X"," "," "," ",641.16945450821,72.7040401749194,1.13033020428375e-16,1185,6
"1955"," "," "," ","X"," ","X"," ","X"," "," ","X",641.181968303422,72.716553970131,1.12327992337847e-16,513,4
"1956"," "," ","X"," ","X","X","X","X"," "," ","X",641.197234190023,72.7318198567317,1.11473863048434e-16,1439,6
"1957","X"," "," "," "," "," ","X"," "," "," ","X",641.259320901581,72.7939065682897,1.08066501852939e-16,105,3
"1958","X"," "," ","X"," ","X"," "," "," "," ","X",641.284260927769,72.8188465944778,1.06727278579873e-16,306,4
"1959","X"," "," "," ","X"," ","X","X"," "," ","X",641.34621899095,72.8808046576594,1.03471659177411e-16,749,5
"1960"," "," ","X"," "," "," "," ","X"," "," ","X",641.415369330752,72.9499549974611,9.99552495107106e-17,172,3
"1961"," "," ","X"," "," ","X"," ","X"," "," "," ",641.450066590627,72.9846522573357,9.82361182801616e-17,162,3
"1962"," "," ","X","X"," "," ","X","X"," "," ","X",641.513202364657,73.0477880313664,9.5183448271045e-17,925,5
"1963"," "," ","X"," "," ","X"," "," "," "," ","X",641.555284292695,73.089869959404,9.32016196690213e-17,165,3
"1964","X"," "," ","X"," "," "," ","X"," "," ","X",641.565518082678,73.1001037493874,9.27259348207203e-17,313,4
"1965","X"," ","X","X"," "," ","X","X"," "," "," ",641.7010707548,73.2356564215092,8.66495539918747e-17,657,5
"1966","X"," "," ","X"," "," ","X","X"," "," "," ",641.715684249322,73.2502699160314,8.60187350244943e-17,307,4
"1967","X"," ","X"," "," ","X","X"," "," "," "," ",641.737713135301,73.2722988020104,8.50764852755734e-17,281,4
"1968"," "," ","X","X"," ","X"," ","X"," "," ","X",641.854019415188,73.3886050818969,8.02701273543637e-17,919,5
"1969","X"," ","X"," ","X"," "," ","X"," "," ","X",641.924182877362,73.4587685440713,7.75029350790481e-17,678,5
"1970","X"," ","X","X"," ","X"," ","X"," "," "," ",641.972090048876,73.5066757155846,7.56685199975658e-17,653,5
"1971","X","X"," ","X"," ","X","X","X"," "," ","X",642.026468861422,73.5610545281312,7.36388555869627e-17,1578,7
"1972"," "," ","X"," "," ","X","X"," "," "," ","X",642.034982226971,73.5695678936804,7.33260645372776e-17,475,4
"1973","X"," ","X","X"," "," ","X"," "," "," ","X",642.036563755793,73.5711494225018,7.32681038147249e-17,660,5
"1974","X"," ","X","X"," ","X"," "," "," "," ","X",642.04689176313,73.5814774298391,7.28907222962369e-17,656,5
"1975","X","X","X","X","X","X","X","X"," "," "," ",642.081188043517,73.6157737102255,7.16514380498918e-17,1816,8
"1976","X","X","X"," ","X"," ","X","X"," "," ","X",642.099476019664,73.6340616863727,7.09992445241097e-17,1533,7
"1977","X","X","X"," ","X","X","X"," "," "," ","X",642.135866328408,73.6704519951172,6.97190839866678e-17,1524,7
"1978","X"," ","X"," ","X","X"," ","X"," "," "," ",642.139209032676,73.6737946993851,6.96026561699129e-17,668,5
"1979"," "," ","X","X","X","X","X","X"," "," ","X",642.244333109234,73.7789187759431,6.60386840103935e-17,1782,7
"1980","X","X","X","X"," ","X","X"," "," "," ","X",642.269921924208,73.8045075909166,6.51991403615725e-17,1504,7
"1981","X"," "," "," "," "," ","X","X"," "," "," ",642.301250184115,73.8358358508236,6.41858097448928e-17,102,3
"1982"," "," ","X"," ","X","X"," ","X"," "," ","X",642.346430614893,73.8810162816015,6.27520934284368e-17,939,5
"1983","X"," ","X","X"," "," "," ","X"," "," ","X",642.350794751924,73.8853804186331,6.26153133470951e-17,663,5
"1984","X","X","X","X"," "," ","X","X"," "," ","X",642.457467643481,73.9920533101904,5.93631358170432e-17,1513,7
"1985","X"," ","X","X","X","X","X","X"," "," "," ",642.487577785735,74.0221634524439,5.84761134315162e-17,1612,7
"1986"," ","X","X","X","X","X","X","X"," "," ","X",642.499667426962,74.0342530936712,5.81237020206092e-17,1938,8
"1987","X"," ","X"," ","X","X"," "," "," "," ","X",642.742801688576,74.2773873552852,5.14703751331671e-17,671,5
"1988","X","X","X","X"," ","X"," ","X"," "," ","X",642.835262643574,74.369848310283,4.91450399305956e-17,1507,7
"1989","X"," ","X"," ","X","X","X"," "," "," ","X",643.030545665708,74.5651313324165,4.45732727392037e-17,1188,6
"1990","X"," "," ","X"," ","X"," ","X"," "," "," ",643.128307474063,74.6628931407724,4.24468841367163e-17,303,4
"1991","X","X","X"," "," ","X"," ","X"," "," ","X",643.586200272402,75.1207859391112,3.37610276829437e-17,1066,6
"1992"," "," "," ","X"," ","X","X","X"," "," ","X",643.849704532369,75.3842901990782,2.95935070286176e-17,990,5
"1993","X"," "," ","X","X"," ","X","X"," "," ","X",644.194291792628,75.7288774593372,2.49098012369987e-17,1232,6
"1994","X"," ","X","X","X","X","X"," "," "," ","X",644.379066106902,75.9136517736106,2.27115633362354e-17,1615,7
"1995","X"," "," ","X"," ","X","X"," "," "," ","X",644.462089042044,75.9966747087533,2.1788073333465e-17,720,5
"1996","X","X"," ","X","X","X","X","X"," "," ","X",644.617538301114,76.1521239678228,2.01587431146095e-17,1874,8
"1997","X"," "," "," ","X","X","X","X"," "," ","X",644.674757709829,76.2093433765381,1.95901794342524e-17,1257,6
"1998"," "," "," "," "," ","X","X","X"," "," ","X",645.123250337804,76.6578360045125,1.5654870418323e-17,549,4
"1999","X","X","X"," ","X","X"," ","X"," "," ","X",645.214348482254,76.748934148963,1.49578015298155e-17,1527,7
"2000","X"," ","X"," "," "," ","X","X"," "," "," ",645.298197322815,76.8327829895242,1.43436679201714e-17,286,4
"2001"," "," ","X"," "," "," ","X","X"," "," ","X",645.513478048512,77.0480637152207,1.28799034181235e-17,484,4
"2002","X"," ","X"," "," "," ","X"," "," "," ","X",645.594625531191,77.1292111979003,1.23677772403542e-17,289,4
"2003","X"," "," "," "," ","X","X"," "," "," ","X",645.61526077617,77.1498464428793,1.22408272211267e-17,335,4
"2004"," "," ","X","X"," ","X","X","X"," "," ","X",645.696344746245,77.2309304129542,1.17544850387938e-17,1424,6
"2005","X","X","X","X","X","X","X"," "," "," ","X",645.764107640905,77.2986933076138,1.13628973121554e-17,1819,8
"2006","X"," "," ","X"," ","X","X","X"," "," "," ",645.851466358847,77.3860520255564,1.08772566869112e-17,717,5
"2007","X"," ","X","X"," ","X","X","X"," "," "," ",645.887301300794,77.4218869675027,1.06840993687827e-17,1165,6
"2008","X","X","X","X","X"," ","X","X"," "," ","X",645.909571766559,77.4441574332678,1.05657893613825e-17,1828,8
"2009","X"," "," "," "," ","X"," "," "," "," ","X",646.053427650282,77.5880133169912,9.83250192565689e-18,101,3
"2010","X"," "," "," "," "," "," ","X"," "," ","X",646.055544491522,77.5901301582307,9.82210050838326e-18,108,3
"2011","X"," "," ","X","X","X"," ","X"," "," ","X",646.11855881494,77.6531444816493,9.51745840448889e-18,1226,6
"2012","X","X","X"," "," ","X","X","X"," "," ","X",646.178510914155,77.7130965808636,9.23639621203848e-18,1543,7
"2013"," "," "," "," "," ","X"," ","X"," "," ","X",646.219679568671,77.7542652353802,9.04821464971233e-18,218,3
"2014","X"," ","X"," ","X"," ","X","X"," "," ","X",646.280970468145,77.815556134854,8.77513375734951e-18,1197,6
"2015","X"," "," "," "," ","X","X","X"," "," "," ",646.442652797015,77.9772384637239,8.09365845133273e-18,332,4
"2016","X"," "," "," ","X","X"," ","X"," "," ","X",646.463926202094,77.9985118688029,8.00802485087395e-18,743,5
"2017","X"," ","X","X"," ","X","X"," "," "," ","X",646.56162676469,78.0962124313987,7.62623185322435e-18,1168,6
"2018","X","X","X","X","X","X"," ","X"," "," ","X",646.569682379602,78.104268046311,7.59557663780041e-18,1822,8
"2019","X","X","X"," ","X","X","X","X"," "," ","X",646.758703381633,78.2932890483421,6.91059371691505e-18,1853,8
"2020","X"," "," "," "," ","X"," ","X"," "," "," ",647.327513073386,78.8620987400949,5.19995883712261e-18,98,3
"2021","X"," ","X","X","X"," ","X","X"," "," ","X",647.384247263809,78.9188329305182,5.05452364902196e-18,1624,7
"2022","X"," "," ","X","X","X","X","X"," "," ","X",647.66634190664,79.2009275733485,4.38959203827653e-18,1670,7
