"ID","(Intercept)","bordering_language_evenness","small_family","isolate_or_mono","weighted_sums","res","bordering_language_richness","bordering_language_richness_perkm","altitude_range","area","L1_pop","roughness","vehicularity","islands11km","BIC","delta","Nparam"
628,"-2.802*** (-3.012--2.626)",NA,"0.925*** (0.595-1.241)","0.862*** (0.56-1.153)","6.437*** (5.363-7.54)","-1.175 (-2.4-0.072)",NA,"-0.272** (-0.457--0.095)",NA,NA,"-0.245 (-1.537-0.041)","0.001 (-0.094-0.097)","-0.073 (-0.916-0.59)","-0.003 (-0.136-0.108)",806.137570889834,35.9654525817631,7
629,"-2.708*** (-2.884--2.549)","-0.23*** (-0.367--0.1)",NA,"0.938*** (0.641-1.225)","5.419*** (4.319-6.554)","-0.192 (-1.445-1.069)",NA,"-0.234** (-0.416--0.061)",NA,"0.011 (-0.114-0.075)",NA,NA,NA,"-0.025 (-0.152-0.084)",806.163219379913,35.9911010718419,5
630,"-2.782*** (-2.988--2.611)",NA,"0.947*** (0.622-1.259)","0.911*** (0.612-1.198)","6.753*** (5.73-7.807)","-1.583** (-2.745--0.403)",NA,NA,NA,"0.042 (-0.081-0.113)","-0.214 (-1.505-0.044)","-0.027 (-0.119-0.065)","-0.076 (-0.94-0.609)",NA,806.184897788516,36.0127794804453,6
631,"-2.788*** (-2.987--2.62)",NA,"0.948*** (0.623-1.26)","0.912*** (0.613-1.2)","6.777*** (5.737-7.85)","-1.607** (-2.781--0.417)",NA,NA,NA,"0.04 (-0.08-0.106)","-0.239 (-1.487-0.029)","-0.027 (-0.119-0.066)",NA,"0.011 (-0.121-0.122)",806.190653516835,36.0185352087641,6
632,"-2.716*** (-2.89--2.558)",NA,"0.989*** (0.667-1.298)",NA,"5.958*** (4.953-6.984)","-0.624 (-1.786-0.561)","-0.274** (-0.445--0.113)","-0.251** (-0.438--0.076)","-0.034 (-0.127-0.055)",NA,NA,NA,"-0.068 (-0.88-0.547)",NA,806.199505992841,36.0273876847701,5
633,"-2.707*** (-2.883--2.548)","-0.23*** (-0.367--0.099)",NA,"0.938*** (0.64-1.224)","5.411*** (4.312-6.545)","-0.184 (-1.437-1.075)",NA,"-0.236** (-0.42--0.061)",NA,NA,NA,"-0.002 (-0.095-0.093)",NA,"-0.026 (-0.154-0.082)",806.221607923228,36.0494896151566,5
634,"-2.664*** (-2.822--2.519)",NA,"1.056*** (0.741-1.358)",NA,"6.585*** (5.636-7.555)","-1.483** (-2.564--0.382)",NA,NA,NA,"0.026 (-0.088-0.086)",NA,NA,NA,NA,806.278131566216,36.1060132581447,2
635,"-2.78*** (-2.966--2.613)",NA,"0.918*** (0.59-1.233)","0.864*** (0.563-1.154)","6.52*** (5.45-7.618)","-1.223* (-2.442-0.021)",NA,"-0.24** (-0.428--0.062)","-0.046 (-0.142-0.045)","0.018 (-0.138-0.098)",NA,NA,"-0.295 (-1.129-0.351)","-0.008 (-0.142-0.105)",806.291223744904,36.1191054368334,7
636,"-2.655*** (-2.815--2.509)",NA,"1.052*** (0.738-1.354)",NA,"6.551*** (5.6-7.524)","-1.448** (-2.532--0.343)",NA,NA,NA,NA,NA,NA,"-0.18 (-0.939-0.387)",NA,806.304713815785,36.132595507714,2
637,"-2.694*** (-2.865--2.539)","-0.183** (-0.319--0.054)","0.995*** (0.671-1.306)",NA,"5.68*** (4.615-6.775)","-0.403 (-1.602-0.807)","-0.221* (-0.398--0.057)",NA,"-0.111 (-0.246-0.019)",NA,NA,"0.054 (-0.081-0.193)",NA,NA,806.328213476244,36.1560951681727,5
638,"-2.71*** (-2.887--2.551)","-0.226*** (-0.361--0.097)",NA,"0.941*** (0.644-1.228)","5.479*** (4.406-6.581)","-0.248 (-1.475-0.992)",NA,"-0.231* (-0.416--0.056)",NA,"0.013 (-0.111-0.076)",NA,"0 (-0.093-0.095)",NA,NA,806.345762940803,36.1736446327324,5
639,"-2.723*** (-2.899--2.565)",NA,NA,"0.902*** (0.606-1.187)","6.02*** (5.007-7.056)","-0.682 (-1.853-0.511)","-0.256** (-0.428--0.095)","-0.236** (-0.422--0.061)","-0.036 (-0.129-0.052)",NA,NA,NA,"-0.084 (-0.893-0.532)",NA,806.350317420193,36.178199112122,5
640,"-2.7*** (-2.883--2.543)","-0.171* (-0.307--0.041)","0.991*** (0.666-1.302)",NA,"5.529*** (4.479-6.608)","-0.308 (-1.501-0.894)","-0.269** (-0.45--0.099)",NA,NA,"0.078* (-0.019-0.142)","-0.101 (NA-0.044)",NA,NA,NA,806.378853489956,36.2067351818846,5
641,"-2.699*** (-2.877--2.539)","-0.202** (-0.34--0.07)",NA,"0.935*** (0.637-1.222)","5.422*** (4.339-6.542)","-0.212 (-1.443-1.02)","-0.227* (-0.409--0.056)",NA,NA,NA,NA,NA,"0.006 (-0.795-0.624)","-0.049 (-0.177-0.061)",806.459352888975,36.2872345809042,5
642,"-2.731*** (-2.914--2.57)",NA,NA,"0.9*** (0.604-1.185)","5.961*** (4.956-6.99)","-0.646 (-1.813-0.544)","-0.259** (-0.431--0.095)","-0.257** (-0.438--0.086)",NA,NA,"-0.074 (NA-0.065)",NA,"0.005 (-0.828-0.648)",NA,806.461346018939,36.2892277108677,5
643,"-2.731*** (-2.91--2.572)",NA,NA,"0.9*** (0.604-1.185)","5.961*** (4.956-6.988)","-0.646 (-1.812-0.543)","-0.259** (-0.429--0.096)","-0.257** (-0.441--0.084)",NA,NA,"-0.073 (NA-0.057)","0 (-0.093-0.095)",NA,NA,806.461486111917,36.2893678038464,5
644,"-2.722*** (-2.899--2.562)",NA,NA,"0.892*** (0.595-1.178)","5.877*** (4.847-6.934)","-0.563 (-1.756-0.648)","-0.276** (-0.453--0.108)","-0.258** (-0.439--0.087)",NA,NA,NA,NA,"-0.064 (-0.876-0.555)","-0.042 (-0.169-0.067)",806.463168620012,36.2910503119406,5
645,"-2.783*** (-2.989--2.612)",NA,"0.948*** (0.622-1.261)","0.913*** (0.615-1.201)","6.789*** (5.75-7.861)","-1.62** (-2.793--0.432)",NA,NA,NA,"0.045 (-0.076-0.115)","-0.212 (-1.498-0.044)",NA,"-0.079 (-0.941-0.608)","0.014 (-0.117-0.125)",806.472347170096,36.3002288620254,6
646,"-2.704*** (-2.881--2.546)","-0.196** (-0.334--0.066)",NA,"0.94*** (0.642-1.226)","5.52*** (4.463-6.606)","-0.306 (-1.508-0.906)","-0.207* (-0.384--0.043)",NA,NA,NA,"-0.055 (NA-0.061)","-0.024 (-0.115-0.068)",NA,NA,806.475368239307,36.303249931236,5
647,"-2.724*** (-2.899--2.566)",NA,NA,"0.892*** (0.595-1.178)","5.88*** (4.85-6.937)","-0.566 (-1.759-0.645)","-0.279** (-0.453--0.114)","-0.255** (-0.438--0.082)",NA,NA,NA,"-0.004 (-0.097-0.092)",NA,"-0.043 (-0.17-0.066)",806.489748280228,36.3176299721569,5
648,"-2.694*** (-2.867--2.539)","-0.181** (-0.317--0.052)","0.99*** (0.666-1.3)",NA,"5.607*** (4.554-6.688)","-0.352 (-1.546-0.853)","-0.224* (-0.401--0.058)",NA,"-0.072 (-0.163-0.014)",NA,"-0.056 (NA-0.06)",NA,NA,NA,806.498269358755,36.3261510506836,5
649,"-2.708*** (-2.901--2.544)","-0.208** (-0.342--0.08)","0.979*** (0.653-1.292)",NA,"5.463*** (4.389-6.562)","-0.216 (-1.439-1.02)",NA,"-0.24** (-0.429--0.062)","-0.047 (-0.14-0.042)",NA,"-0.338 (-1.582--0.006)",NA,NA,NA,806.510594615615,36.3384763075438,5
650,"-2.707*** (-2.877--2.554)",NA,NA,"0.934*** (0.639-1.217)","6.132*** (5.125-7.167)","-0.901 (-2.057-0.271)","-0.309*** (-0.485--0.141)",NA,NA,NA,NA,"-0.032 (-0.123-0.06)",NA,"-0.035 (-0.162-0.073)",806.539339986394,36.3672216783231,4
651,"-2.713*** (-2.884--2.559)",NA,NA,"0.941*** (0.647-1.224)","6.205*** (5.226-7.208)","-0.973 (-2.1-0.173)","-0.294*** (-0.466--0.13)",NA,NA,NA,"-0.048 (NA-0.065)","-0.029 (-0.12-0.062)",NA,NA,806.593719104115,36.4216007960442,4
652,"-2.697*** (-2.865--2.545)",NA,"1.011*** (0.692-1.316)",NA,"6.031*** (5.037-7.051)","-0.805 (-1.949-0.357)","-0.338*** (-0.514--0.17)",NA,NA,NA,NA,"-0.04 (-0.13-0.051)",NA,"-0.059 (-0.189-0.052)",806.614626509481,36.4425082014102,4
653,"-2.662*** (-2.821--2.518)",NA,"1.056*** (0.742-1.358)",NA,"6.584*** (5.62-7.571)","-1.484** (-2.577--0.371)",NA,NA,NA,NA,NA,NA,NA,"0.004 (-0.122-0.111)",806.616468342865,36.4443500347938,2
654,"-2.711*** (-2.882--2.557)",NA,NA,"0.939*** (0.645-1.222)","6.153*** (5.149-7.184)","-0.924 (-2.074-0.242)","-0.307*** (-0.484--0.138)",NA,NA,NA,"-0.048 (NA-0.064)",NA,NA,"-0.032 (-0.158-0.075)",806.671390450334,36.4992721422628,4
655,"-2.796*** (-2.99--2.624)","-0.171* (-0.314--0.034)","0.885*** (0.548-1.207)","0.824*** (0.516-1.121)","5.618*** (4.46-6.818)","-0.242 (-1.558-1.076)","-0.189* (-0.372--0.019)","-0.184* (-0.373--0.008)","-0.112 (-0.255-0.025)",NA,"-0.088 (NA-0.046)","0.081 (-0.061-0.226)",NA,"-0.077 (-0.214-0.041)",806.695306695243,36.5231883871725,9
656,"-2.8*** (-2.999--2.627)","-0.16* (-0.303--0.024)","0.878*** (0.543-1.199)","0.811*** (0.502-1.108)","5.546*** (4.396-6.739)","-0.196 (-1.509-1.119)","-0.22* (-0.407--0.045)","-0.174 (-0.364-0.002)","-0.051 (-0.148-0.041)","0.058 (-0.064-0.127)","-0.119 (NA-0.039)",NA,NA,"-0.071 (-0.208-0.046)",806.700172937124,36.5280546290531,9
657,"-2.708*** (-2.889--2.547)","-0.197** (-0.335--0.066)",NA,"0.944*** (0.648-1.23)","5.533*** (4.474-6.622)","-0.319 (-1.523-0.894)","-0.21* (-0.389--0.043)",NA,NA,NA,"-0.06 (NA-0.065)",NA,"0.062 (-0.758-0.697)",NA,806.71236879586,36.540250487789,5
658,"-2.772*** (-2.964--2.6)","-0.205** (-0.344--0.072)","0.881*** (0.546-1.201)","0.846*** (0.54-1.14)","5.637*** (4.475-6.841)","-0.375 (-1.695-0.95)",NA,"-0.223* (-0.41--0.045)",NA,"0.022 (-0.122-0.099)",NA,"-0.002 (-0.097-0.095)","-0.295 (-1.135-0.359)","-0.029 (-0.164-0.086)",806.715436440918,36.5433181328467,8
659,"-2.717*** (-2.892--2.559)",NA,"0.989*** (0.666-1.298)",NA,"5.911*** (4.914-6.928)","-0.597 (-1.755-0.585)","-0.277** (-0.448--0.116)","-0.268** (-0.451--0.094)",NA,NA,NA,"-0.005 (-0.097-0.089)","-0.065 (-0.874-0.55)",NA,806.726533699969,36.5544153918979,5
660,"-2.702*** (-2.88--2.542)","-0.196** (-0.334--0.065)",NA,"0.939*** (0.642-1.225)","5.531*** (4.473-6.62)","-0.317 (-1.522-0.897)","-0.21* (-0.388--0.044)",NA,NA,NA,NA,"-0.025 (-0.116-0.067)","-0.019 (-0.814-0.593)",NA,806.883671537451,36.71155322938,5
661,"-2.781*** (-2.981--2.612)",NA,"0.951*** (0.626-1.262)","0.915*** (0.616-1.202)","6.78*** (5.741-7.851)","-1.613** (-2.787--0.423)",NA,NA,NA,NA,"-0.149 (-1.353-0.05)","-0.03 (-0.121-0.063)","-0.004 (-0.818-0.648)","0.009 (-0.123-0.12)",806.886822718251,36.71470441018,6
662,"-2.719*** (-2.894--2.562)",NA,NA,"0.946*** (0.652-1.228)","6.23*** (5.253-7.233)","-1 (-2.126-0.143)","-0.299*** (-0.472--0.133)",NA,NA,NA,"-0.057 (NA-0.067)",NA,"0.116 (-0.7-0.741)",NA,806.890854100228,36.7187357921572,4
663,"-2.708*** (-2.902--2.543)","-0.213** (-0.348--0.083)","0.981*** (0.654-1.294)",NA,"5.292*** (4.199-6.418)","-0.08 (-1.327-1.174)",NA,"-0.273** (-0.454--0.1)",NA,NA,"-0.379 (-1.634--0.022)",NA,NA,"-0.048 (-0.178-0.063)",806.89540987988,36.723291571809,5
664,"-2.712*** (-2.885--2.557)",NA,NA,"0.94*** (0.647-1.223)","6.215*** (5.235-7.22)","-0.983 (-2.112-0.164)","-0.297*** (-0.47--0.133)",NA,NA,NA,NA,"-0.03 (-0.12-0.062)","0.035 (-0.755-0.641)",NA,806.905500828165,36.7333825200939,4
665,"-2.692*** (-2.866--2.535)","-0.18** (-0.317--0.051)","0.988*** (0.665-1.298)",NA,"5.619*** (4.564-6.702)","-0.364 (-1.56-0.843)","-0.226* (-0.405--0.06)",NA,"-0.072 (-0.163-0.014)",NA,NA,NA,"-0.013 (-0.815-0.6)",NA,806.926984344388,36.754866036317,5
666,"-2.715*** (-2.893--2.555)","-0.185** (-0.327--0.051)",NA,"0.896*** (0.596-1.186)","5.318*** (4.227-6.445)","-0.007 (-1.255-1.246)","-0.206* (-0.384--0.043)","-0.196* (-0.383--0.021)","-0.054 (-0.148-0.037)",NA,NA,NA,NA,"-0.069 (-0.198-0.043)",806.947424330133,36.7753060220616,6
667,"-2.7*** (-2.868--2.547)",NA,"1.019*** (0.7-1.325)",NA,"6.055*** (5.064-7.07)","-0.833 (-1.972-0.322)","-0.335*** (-0.512--0.166)",NA,NA,NA,"-0.051 (NA-0.063)",NA,NA,"-0.054 (-0.184-0.056)",806.966051288438,36.7939329803672,4
668,"-2.733*** (-2.926--2.568)","-0.168* (-0.308--0.035)",NA,"0.901*** (0.601-1.19)","5.41*** (4.34-6.51)","-0.116 (-1.339-1.12)","-0.213* (-0.394--0.044)","-0.211* (-0.394--0.039)",NA,"0.062 (-0.045-0.13)","-0.136 (-1.304-0.043)",NA,NA,NA,806.970467031481,36.7983487234102,6
669,"-2.729*** (-2.92--2.566)",NA,NA,"0.94*** (0.646-1.223)","6.28*** (5.272-7.307)","-1.023 (-2.175-0.157)",NA,"-0.273** (-0.459--0.097)","-0.041 (-0.133-0.047)",NA,"-0.398 (-1.65--0.028)",NA,NA,NA,806.97647743537,36.8043591272987,4
670,"-2.808*** (-3.006--2.634)","-0.157* (-0.299--0.022)","0.882*** (0.545-1.204)","0.831*** (0.524-1.128)","5.787*** (4.647-6.963)","-0.408 (-1.698-0.893)","-0.192* (-0.377--0.021)","-0.172 (-0.362-0.004)","-0.094 (-0.234-0.04)","0.059 (-0.062-0.127)","-0.123 (NA-0.037)","0.074 (-0.066-0.217)",NA,NA,806.98128234043,36.8091640323587,9
671,"-2.725*** (-2.902--2.565)",NA,NA,"0.9*** (0.604-1.184)","5.97*** (4.964-6.999)","-0.655 (-1.822-0.535)","-0.26** (-0.431--0.099)","-0.255** (-0.439--0.081)",NA,NA,NA,"-0.001 (-0.094-0.094)","-0.08 (-0.887-0.535)",NA,806.985382593738,36.8132642856667,5
672,"-2.711*** (-2.884--2.555)",NA,NA,"0.939*** (0.645-1.221)","6.164*** (5.161-7.196)","-0.936 (-2.087-0.23)","-0.311*** (-0.489--0.141)",NA,NA,NA,NA,NA,"0.056 (-0.739-0.665)","-0.033 (-0.158-0.075)",806.995428262168,36.823309954097,4
673,"-2.778*** (-2.977--2.609)","-0.237*** (-0.374--0.106)","0.905*** (0.571-1.226)","0.892*** (0.588-1.185)","5.891*** (4.734-7.087)","-0.6 (-1.9-0.706)",NA,NA,"-0.152* (-0.293--0.017)","0.033 (-0.088-0.098)","-0.179 (-1.36-0.035)","0.096 (-0.046-0.241)",NA,"-0.047 (-0.183-0.069)",807.008031881576,36.8359135735047,8
674,"-2.794*** (-2.986--2.622)","-0.168* (-0.311--0.031)","0.873*** (0.537-1.195)","0.815*** (0.506-1.112)","5.64*** (4.484-6.839)","-0.261 (-1.574-1.054)","-0.212* (-0.398--0.039)","-0.169 (-0.359-0.005)","-0.109 (-0.252-0.028)","0.043 (-0.091-0.114)",NA,"0.077 (-0.064-0.222)",NA,"-0.075 (-0.212-0.043)",807.037306444752,36.8651881366815,9
675,"-2.717*** (-2.916--2.549)","-0.204** (-0.338--0.076)","0.979*** (0.652-1.292)",NA,"5.403*** (4.335-6.498)","-0.184 (-1.406-1.05)",NA,"-0.262** (-0.444--0.09)",NA,"0.031 (-0.085-0.096)","-0.46 (-1.779--0.032)",NA,NA,NA,807.0752827817,36.9031644736292,5
676,"-2.695*** (-2.869--2.539)","-0.17* (-0.306--0.04)","0.983*** (0.66-1.294)",NA,"5.542*** (4.493-6.62)","-0.322 (-1.515-0.88)","-0.267** (-0.447--0.099)",NA,NA,"0.067 (-0.034-0.129)",NA,"-0.029 (-0.119-0.062)",NA,NA,807.093356344197,36.9212380361256,5
677,"-2.691*** (-2.861--2.537)","-0.214** (-0.348--0.086)","0.995*** (0.669-1.308)",NA,"5.602*** (4.521-6.71)","-0.326 (-1.549-0.91)",NA,"-0.226* (-0.413--0.05)","-0.098 (-0.234-0.033)",NA,NA,"0.069 (-0.067-0.208)",NA,NA,807.138149284495,36.966030976424,5
678,"-2.721*** (-2.902--2.559)","-0.175* (-0.316--0.041)",NA,"0.891*** (0.591-1.18)","5.298*** (4.206-6.427)","-0.011 (-1.259-1.241)","-0.232* (-0.414--0.063)","-0.212* (-0.394--0.04)",NA,"0.051 (-0.064-0.117)",NA,NA,NA,"-0.057 (-0.185-0.054)",807.213760846047,37.041642537976,6
679,"-2.782*** (-2.969--2.614)",NA,"0.918*** (0.589-1.233)","0.861*** (0.56-1.151)","6.478*** (5.411-7.575)","-1.21* (-2.428-0.031)",NA,"-0.264** (-0.45--0.087)",NA,"0.02 (-0.133-0.1)",NA,"0 (-0.095-0.096)","-0.302 (-1.133-0.343)","0.001 (-0.132-0.114)",807.262975302375,37.0908569943042,7
680,"-2.687*** (-2.858--2.533)","-0.224** (-0.361--0.094)","0.988*** (0.663-1.299)",NA,"5.411*** (4.323-6.531)","-0.167 (-1.407-1.082)",NA,"-0.228* (-0.415--0.052)","-0.056 (-0.151-0.033)",NA,NA,NA,NA,"-0.055 (-0.187-0.057)",807.267114888906,37.0949965808346,5
681,"-2.702*** (-2.871--2.55)",NA,"1.013*** (0.694-1.319)",NA,"6.15*** (5.181-7.141)","-0.924 (-2.042-0.213)","-0.315*** (-0.486--0.151)",NA,NA,NA,"-0.05 (NA-0.064)","-0.035 (-0.124-0.056)",NA,NA,807.269236648016,37.0971183399446,4
682,"-2.724*** (-2.903--2.564)","-0.182** (-0.322--0.048)",NA,"0.92*** (0.62-1.208)","5.562*** (4.476-6.678)","-0.221 (-1.45-1.021)","-0.178* (-0.353--0.021)","-0.194* (-0.382--0.02)","-0.095 (-0.231-0.036)",NA,NA,"0.072 (-0.065-0.213)",NA,NA,807.271713080423,37.0995947723519,6
683,"-2.739*** (-2.936--2.572)",NA,NA,"0.935*** (0.641-1.218)","6.22*** (5.22-7.24)","-0.989 (-2.138-0.187)",NA,"-0.29** (-0.471--0.119)",NA,"0.034 (-0.087-0.1)","-0.523 (-1.851-0.01)",NA,NA,NA,807.279405888003,37.107287579932,4
684,"-2.725*** (-2.904--2.563)","-0.173* (-0.314--0.04)",NA,"0.905*** (0.605-1.193)","5.488*** (4.416-6.588)","-0.172 (-1.394-1.063)","-0.209* (-0.388--0.045)","-0.184* (-0.372--0.009)","-0.043 (-0.137-0.046)","0.05 (-0.065-0.116)",NA,NA,NA,NA,807.285192503642,37.1130741955711,6
685,"-2.701*** (-2.871--2.547)",NA,"1.018*** (0.699-1.324)",NA,"6.068*** (5.077-7.085)","-0.847 (-1.986-0.309)","-0.34*** (-0.518--0.17)",NA,NA,NA,NA,NA,"0.093 (-0.705-0.702)","-0.055 (-0.184-0.055)",807.291717592015,37.1195992839438,4
686,"-2.689*** (-2.864--2.531)","-0.172* (-0.308--0.042)","0.985*** (0.661-1.296)",NA,"5.532*** (4.481-6.614)","-0.312 (-1.508-0.892)","-0.265** (-0.446--0.096)",NA,NA,"0.076* (-0.029-0.146)",NA,NA,"-0.17 (-1.039-0.513)",NA,807.305827470103,37.1337091620318,5
687,"-2.679*** (-2.851--2.523)","-0.212** (-0.346--0.084)","0.979*** (0.654-1.291)",NA,"5.48*** (4.407-6.579)","-0.226 (-1.45-1.012)",NA,"-0.236* (-0.424--0.058)","-0.049 (-0.142-0.039)",NA,NA,NA,"-0.29 (-1.075-0.297)",NA,807.314303271983,37.1421849639123,5
688,"-2.705*** (-2.881--2.547)","-0.165* (-0.305--0.033)","0.97*** (0.644-1.282)",NA,"5.276*** (4.195-6.391)","0.034 (-1.203-1.277)","-0.238** (-0.417--0.073)","-0.216* (-0.403--0.041)","-0.053 (-0.148-0.038)",NA,NA,NA,NA,"-0.089 (-0.223-0.025)",807.389448502877,37.2173301948064,6
689,"-2.766*** (-2.948--2.602)",NA,"0.939*** (0.615-1.25)","0.909*** (0.611-1.196)","6.794*** (5.758-7.863)","-1.618** (-2.791--0.428)",NA,NA,NA,"0.035 (-0.099-0.108)",NA,"-0.029 (-0.121-0.064)","-0.233 (-1.056-0.409)","0.013 (-0.119-0.124)",807.433884661415,37.2617663533443,6
690,"-2.7*** (-2.902--2.533)","-0.204** (-0.338--0.077)","0.979*** (0.652-1.292)",NA,"5.395*** (4.326-6.491)","-0.175 (-1.398-1.061)",NA,"-0.269** (-0.451--0.097)",NA,NA,"-0.294 (-1.607-0.036)",NA,"-0.126 (-0.967-0.527)",NA,807.435896743733,37.2637784356624,5
691,"-2.772*** (-2.971--2.602)","-0.237*** (-0.374--0.106)","0.906*** (0.572-1.227)","0.893*** (0.589-1.186)","5.886*** (4.73-7.083)","-0.597 (-1.898-0.709)",NA,NA,"-0.154* (-0.295--0.018)",NA,"-0.12 (NA-0.051)","0.095 (-0.047-0.24)","-0.035 (-0.866-0.624)","-0.049 (-0.185-0.067)",807.481276904004,37.3091585959335,8
692,"-2.775*** (-2.979--2.605)","-0.229*** (-0.364--0.1)","0.902*** (0.567-1.222)","0.895*** (0.591-1.188)","5.977*** (4.838-7.15)","-0.683 (-1.963-0.606)",NA,NA,"-0.142* (-0.28--0.01)","0.039 (-0.082-0.109)","-0.144 (-1.342-0.048)","0.091 (-0.05-0.234)","-0.121 (-0.995-0.572)",NA,807.484062993111,37.31194468504,8
693,"-2.685*** (-2.857--2.53)","-0.184** (-0.321--0.054)","0.986*** (0.663-1.296)",NA,"5.36*** (4.29-6.465)","-0.158 (-1.376-1.062)","-0.262** (-0.442--0.093)",NA,NA,NA,NA,"-0.038 (-0.129-0.053)",NA,"-0.074 (-0.206-0.038)",807.525096173344,37.3529778652727,5
694,"-2.709*** (-2.904--2.544)","-0.204** (-0.338--0.076)","0.981*** (0.654-1.294)",NA,"5.405*** (4.337-6.5)","-0.187 (-1.408-1.047)",NA,"-0.267** (-0.451--0.091)",NA,NA,"-0.358 (-1.607--0.012)","-0.003 (-0.095-0.091)",NA,NA,807.548882541435,37.376764233364,5
695,"-2.711*** (-2.888--2.551)","-0.156* (-0.295--0.024)","0.969*** (0.642-1.282)",NA,"5.254*** (4.172-6.37)","0.032 (-1.205-1.274)","-0.262** (-0.445--0.093)","-0.232** (-0.414--0.06)",NA,"0.052 (-0.064-0.119)",NA,NA,NA,"-0.078 (-0.21-0.035)",807.575900102221,37.4037817941497,6
696,"-2.703*** (-2.873--2.549)",NA,"1.012*** (0.694-1.318)",NA,"6.162*** (5.192-7.155)","-0.937 (-2.056-0.202)","-0.319*** (-0.491--0.155)",NA,NA,NA,NA,"-0.035 (-0.124-0.055)","0.06 (-0.732-0.664)",NA,807.591521954584,37.419403646513,4
697,"-2.79*** (-2.983--2.617)","-0.171* (-0.314--0.034)","0.877*** (0.542-1.199)","0.82*** (0.512-1.116)","5.633*** (4.474-6.834)","-0.258 (-1.574-1.061)","-0.191* (-0.377--0.02)","-0.18* (-0.369--0.004)","-0.111 (-0.254-0.026)",NA,NA,"0.078 (-0.063-0.223)","-0.066 (-0.898-0.578)","-0.076 (-0.213-0.042)",807.61202788488,37.4399095768089,9
698,"-2.72*** (-2.904--2.558)","-0.179* (-0.32--0.046)",NA,"0.894*** (0.594-1.184)","5.263*** (4.17-6.392)","0.018 (-1.232-1.272)","-0.205* (-0.384--0.037)","-0.229** (-0.411--0.058)",NA,NA,"-0.078 (NA-0.053)",NA,NA,"-0.059 (-0.187-0.052)",807.617037078941,37.4449187708699,6
699,"-2.677*** (-2.868--2.518)","-0.237*** (-0.369--0.112)","1.006*** (0.682-1.315)",NA,"5.533*** (4.478-6.617)","-0.404 (-1.604-0.806)",NA,NA,NA,"0.041 (-0.062-0.103)","-0.335 (-1.606-0.006)",NA,NA,NA,807.668565913323,37.496447605252,4
700,"-2.721*** (-2.921--2.554)",NA,NA,"0.936*** (0.642-1.219)","6.214*** (5.213-7.234)","-0.98 (-2.13-0.196)",NA,"-0.298*** (-0.478--0.126)",NA,NA,"-0.345 (-1.662-0.017)",NA,"-0.132 (-0.97-0.518)",NA,807.669118736076,37.497000428005,4
701,"-2.709*** (-2.882--2.554)",NA,"1.021*** (0.702-1.328)",NA,"6.177*** (5.21-7.168)","-0.955 (-2.071-0.178)","-0.32*** (-0.493--0.155)",NA,NA,NA,"-0.062 (NA-0.064)",NA,"0.151 (-0.666-0.774)",NA,807.670192588561,37.4980742804903,4
702,"-2.712*** (-2.879--2.56)",NA,NA,"0.961*** (0.669-1.242)","6.471*** (5.458-7.506)","-1.182* (-2.331--0.007)",NA,"-0.259** (-0.443--0.084)","-0.095 (-0.231-0.034)",NA,NA,"0.075 (-0.063-0.215)",NA,NA,807.704722909713,37.5326046016418,4
703,"-2.723*** (-2.907--2.562)","-0.177* (-0.318--0.044)",NA,"0.908*** (0.609-1.197)","5.461*** (4.387-6.562)","-0.151 (-1.374-1.087)","-0.181* (-0.357--0.018)","-0.2* (-0.388--0.024)","-0.044 (-0.137-0.045)",NA,"-0.076 (NA-0.055)",NA,NA,NA,807.718982001138,37.5468636930666,6
704,"-2.717*** (-2.9--2.554)","-0.17* (-0.31--0.037)",NA,"0.898*** (0.599-1.187)","5.41*** (4.339-6.511)","-0.115 (-1.34-1.122)","-0.209* (-0.389--0.042)","-0.211* (-0.394--0.039)",NA,"0.062 (-0.054-0.135)",NA,NA,"-0.25 (-1.115-0.428)",NA,807.725152344707,37.5530340366364,6
705,"-2.686*** (-2.86--2.531)","-0.185** (-0.322--0.056)","0.994*** (0.67-1.304)",NA,"5.367*** (4.297-6.473)","-0.168 (-1.385-1.051)","-0.259** (-0.439--0.088)",NA,NA,NA,"-0.057 (NA-0.059)",NA,NA,"-0.07 (-0.201-0.042)",807.730126324622,37.5580080165512,5
706,"-2.731*** (-2.923--2.567)",NA,NA,"0.937*** (0.643-1.22)","6.223*** (5.223-7.243)","-0.992 (-2.141-0.183)",NA,"-0.297** (-0.481--0.122)",NA,NA,"-0.414 (-1.668--0.031)","0.003 (-0.09-0.097)",NA,NA,807.794617901672,37.6224995936007,4
707,"-2.731*** (-2.923--2.567)",NA,NA,"0.937*** (0.643-1.22)","6.227*** (5.208-7.27)","-0.996 (-2.162-0.193)",NA,"-0.296*** (-0.476--0.124)",NA,NA,"-0.412 (-1.668--0.031)",NA,NA,"0.003 (-0.121-0.108)",807.795597576719,37.6234792686479,4
708,"-2.803*** (-2.991--2.636)",NA,"0.92*** (0.59-1.236)","0.848*** (0.545-1.141)","6.402*** (5.324-7.513)","-1.04 (-2.266-0.201)","-0.305** (-0.489--0.129)",NA,"-0.116 (-0.257-0.019)","0.079* (-0.032-0.145)","-0.11 (NA-0.037)","0.063 (-0.077-0.208)",NA,"-0.057 (-0.193-0.059)",807.831087749492,37.6589694414209,8
