"ID","(Intercept)","bordering_language_evenness","small_family","isolate_or_mono","weighted_sums","res","bordering_language_richness","bordering_language_richness_perkm","altitude_range","area","L1_pop","roughness","vehicularity","islands11km","BIC","delta","Nparam"
709,"-2.803*** (-3.007--2.625)","-0.154* (-0.297--0.019)","0.88*** (0.543-1.202)","0.809*** (0.501-1.107)","5.518*** (4.366-6.715)","-0.199 (-1.514-1.118)","-0.224* (-0.412--0.047)","-0.202* (-0.386--0.028)",NA,"0.061 (-0.061-0.135)","-0.122 (NA-0.044)",NA,"-0.017 (-0.925-0.688)","-0.061 (-0.197-0.056)",807.873776353965,37.7016580458939,9
710,"-2.804*** (-3.003--2.629)","-0.154* (-0.296--0.019)","0.88*** (0.544-1.202)","0.809*** (0.501-1.107)","5.519*** (4.368-6.714)","-0.2 (-1.513-1.115)","-0.224* (-0.411--0.048)","-0.201* (-0.388--0.024)",NA,"0.06 (-0.059-0.129)","-0.123 (NA-0.037)","-0.002 (-0.097-0.095)",NA,"-0.061 (-0.197-0.055)",807.874162913516,37.7020446054455,9
711,"-2.691*** (-2.853--2.544)",NA,NA,"1.009*** (0.72-1.287)","6.788*** (5.804-7.796)","-1.57** (-2.675--0.444)",NA,NA,"-0.132 (-0.267--0.003)",NA,NA,"0.074 (-0.063-0.214)",NA,NA,807.874269875664,37.7021515675928,3
712,"-2.696*** (-2.865--2.542)",NA,NA,"0.947*** (0.655-1.229)","6.322*** (5.318-7.344)","-1.056 (-2.205-0.12)",NA,"-0.268** (-0.454--0.092)","-0.043 (-0.136-0.044)",NA,NA,NA,"-0.308 (-1.087-0.274)",NA,807.896846990358,37.7247286822875,4
713,"-2.799*** (-2.998--2.623)","-0.164* (-0.307--0.028)","0.883*** (0.548-1.204)","0.817*** (0.508-1.114)","5.556*** (4.405-6.75)","-0.215 (-1.53-1.101)","-0.199* (-0.385--0.026)","-0.184* (-0.374--0.007)","-0.054 (-0.15-0.038)",NA,"-0.092 (NA-0.054)",NA,"0.077 (-0.786-0.741)","-0.073 (-0.211-0.045)",807.901216686919,37.7290983788478,9
714,"-2.676*** (-2.849--2.52)","-0.216** (-0.351--0.086)","0.982*** (0.656-1.294)",NA,"5.323*** (4.231-6.448)","-0.104 (-1.351-1.15)",NA,"-0.268** (-0.45--0.096)",NA,NA,NA,NA,"-0.294 (-1.077-0.293)","-0.044 (-0.175-0.067)",807.923888990057,37.7517706819864,5
715,"-2.71*** (-2.892--2.55)","-0.16* (-0.298--0.028)","0.973*** (0.646-1.286)",NA,"5.22*** (4.138-6.336)","0.06 (-1.178-1.304)","-0.236** (-0.416--0.066)","-0.249** (-0.431--0.078)",NA,NA,"-0.083 (NA-0.052)",NA,NA,"-0.08 (-0.212-0.033)",807.928700764515,37.7565824564446,6
716,"-2.697*** (-2.878--2.544)",NA,NA,"0.996*** (0.707-1.276)","6.645*** (5.675-7.637)","-1.461** (-2.561--0.339)",NA,NA,"-0.08 (-0.17-0.005)",NA,"-0.229 (-1.403-0.033)",NA,NA,NA,807.950420018909,37.7783017108383,3
717,"-2.787*** (-2.982--2.614)","-0.162* (-0.305--0.026)","0.868*** (0.533-1.189)","0.806*** (0.497-1.103)","5.557*** (4.406-6.75)","-0.207 (-1.521-1.109)","-0.215* (-0.403--0.04)","-0.173 (-0.363-0.003)","-0.053 (-0.15-0.039)","0.052 (-0.085-0.13)",NA,NA,"-0.169 (-1.054-0.53)","-0.069 (-0.206-0.049)",807.981116434244,37.8089981261735,9
718,"-2.701*** (-2.885--2.544)","-0.256*** (-0.389--0.129)",NA,"0.987*** (0.691-1.272)","5.725*** (4.643-6.837)","-0.468 (-1.686-0.76)",NA,NA,"-0.144* (-0.279--0.014)",NA,"-0.156 (-1.275-0.046)","0.089 (-0.049-0.23)",NA,NA,808.005954403326,37.8338360952555,5
719,"-2.722*** (-2.914--2.559)","-0.146* (-0.285--0.015)","0.971*** (0.644-1.285)",NA,"5.411*** (4.347-6.502)","-0.118 (-1.332-1.11)","-0.238** (-0.419--0.067)","-0.229** (-0.412--0.057)",NA,"0.065 (-0.043-0.132)","-0.149 (-1.335-0.04)",NA,NA,NA,808.019173255201,37.8470549471302,6
720,"-2.804*** (-3.007--2.627)","-0.152* (-0.294--0.017)","0.877*** (0.541-1.198)","0.823*** (0.515-1.119)","5.71*** (4.577-6.878)","-0.361 (-1.651-0.938)","-0.2* (-0.384--0.027)","-0.174 (-0.365-0.003)","-0.043 (-0.138-0.048)","0.06 (-0.062-0.134)","-0.115 (NA-0.047)",NA,"-0.052 (-0.95-0.643)",NA,808.023932331725,37.8518140236542,9
721,"-2.668*** (-2.853--2.513)","-0.238*** (-0.369--0.112)","1.002*** (0.68-1.312)",NA,"5.531*** (4.477-6.613)","-0.402 (-1.601-0.808)",NA,NA,NA,NA,"-0.21 (-1.39-0.038)","-0.033 (-0.123-0.057)",NA,NA,808.054085674909,37.8819673668384,4
722,"-2.759*** (-2.945--2.592)","-0.238*** (-0.375--0.107)","0.895*** (0.561-1.215)","0.887*** (0.583-1.179)","5.892*** (4.736-7.087)","-0.595 (-1.896-0.711)",NA,NA,"-0.152* (-0.294--0.017)","0.03 (-0.104-0.104)",NA,"0.094 (-0.047-0.239)","-0.253 (-1.099-0.406)","-0.045 (-0.181-0.071)",808.054494469579,37.8823761615083,8
723,"-2.691*** (-2.862--2.536)","-0.214** (-0.348--0.086)","0.987*** (0.663-1.298)",NA,"5.532*** (4.463-6.628)","-0.286 (-1.504-0.946)",NA,"-0.226* (-0.414--0.048)","-0.049 (-0.142-0.039)","0.008 (-0.12-0.072)",NA,NA,NA,NA,808.089716481743,37.917598173672,5
724,"-2.719*** (-2.91--2.557)",NA,"1.011*** (0.691-1.319)",NA,"6.217*** (5.218-7.233)","-0.972 (-2.115-0.198)",NA,"-0.294** (-0.48--0.118)","-0.038 (-0.13-0.05)",NA,"-0.458 (-1.733--0.035)",NA,NA,NA,808.13675235308,37.9646340450087,4
725,"-2.677*** (-2.85--2.52)","-0.209** (-0.343--0.081)","0.979*** (0.654-1.292)",NA,"5.42*** (4.351-6.516)","-0.193 (-1.416-1.043)",NA,"-0.26** (-0.441--0.087)",NA,"0.028 (-0.099-0.1)",NA,NA,"-0.365 (-1.196-0.274)",NA,808.143710982848,37.971592674777,5
726,"-2.726*** (-2.907--2.564)","-0.168* (-0.308--0.035)",NA,"0.902*** (0.602-1.19)","5.441*** (4.373-6.538)","-0.15 (-1.371-1.083)","-0.215* (-0.394--0.051)","-0.208* (-0.393--0.033)",NA,"0.052 (-0.062-0.117)",NA,"0.001 (-0.093-0.096)",NA,NA,808.162868447029,37.990750138958,6
727,"-2.686*** (-2.861--2.529)","-0.184** (-0.32--0.054)","0.993*** (0.67-1.304)",NA,"5.387*** (4.315-6.493)","-0.188 (-1.406-1.032)","-0.263** (-0.445--0.091)",NA,NA,NA,NA,NA,"0.045 (-0.76-0.662)","-0.07 (-0.201-0.042)",808.195423575882,38.0233052678112,5
728,"-2.716*** (-2.897--2.554)","-0.178* (-0.318--0.044)",NA,"0.907*** (0.608-1.196)","5.467*** (4.392-6.571)","-0.157 (-1.382-1.083)","-0.181* (-0.358--0.019)","-0.198* (-0.387--0.022)","-0.045 (-0.138-0.044)",NA,NA,NA,"-0.121 (-0.931-0.502)",NA,808.201335495689,38.0292171876181,6
729,"-2.714*** (-2.896--2.551)","-0.179* (-0.32--0.045)",NA,"0.894*** (0.594-1.183)","5.278*** (4.184-6.408)","0.003 (-1.248-1.258)","-0.205* (-0.386--0.038)","-0.227** (-0.409--0.055)",NA,NA,NA,NA,"-0.094 (-0.91-0.533)","-0.057 (-0.186-0.054)",808.213047124047,38.0409288159761,6
730,"-2.793*** (-2.987--2.62)","-0.159* (-0.302--0.024)","0.87*** (0.533-1.192)","0.825*** (0.517-1.121)","5.787*** (4.645-6.964)","-0.408 (-1.7-0.894)","-0.188* (-0.372--0.017)","-0.172 (-0.362-0.004)","-0.095 (-0.235-0.039)","0.053 (-0.082-0.131)",NA,"0.071 (-0.069-0.215)","-0.203 (-1.081-0.49)",NA,808.249800802618,38.0776824945475,9
731,"-2.665*** (-2.849--2.51)","-0.244*** (-0.377--0.117)","1.009*** (0.686-1.318)",NA,"5.46*** (4.38-6.573)","-0.337 (-1.561-0.891)",NA,NA,NA,NA,"-0.218 (-1.396-0.035)",NA,NA,"-0.034 (-0.164-0.075)",808.250444311257,38.078326003186,4
732,"-2.805*** (-3.002--2.629)","-0.161* (-0.303--0.026)","0.885*** (0.549-1.208)","0.837*** (0.53-1.133)","5.797*** (4.654-6.977)","-0.427 (-1.72-0.876)","-0.169 (-0.351--0.001)","-0.183* (-0.373--0.006)","-0.096 (-0.236-0.037)",NA,"-0.092 (NA-0.054)","0.074 (-0.066-0.217)","0.038 (-0.815-0.693)",NA,808.253107676484,38.0809893684135,9
733,"-2.717*** (-2.897--2.556)","-0.178* (-0.319--0.045)",NA,"0.894*** (0.594-1.184)","5.285*** (4.193-6.414)","-0.005 (-1.254-1.248)","-0.21* (-0.388--0.047)","-0.223* (-0.408--0.049)",NA,NA,NA,"-0.004 (-0.098-0.091)",NA,"-0.058 (-0.187-0.053)",808.274342516782,38.1022242087114,6
734,"-2.691*** (-2.861--2.537)","-0.265*** (-0.401--0.137)",NA,"0.987*** (0.691-1.271)","5.668*** (4.569-6.8)","-0.409 (-1.646-0.835)",NA,NA,"-0.154* (-0.293--0.021)",NA,NA,"0.094 (-0.046-0.237)",NA,"-0.043 (-0.171-0.067)",808.324933498642,38.1528151905708,5
735,"-2.729*** (-2.926--2.562)",NA,"1.009*** (0.688-1.317)",NA,"6.159*** (5.17-7.167)","-0.938 (-2.077-0.227)",NA,"-0.31*** (-0.49--0.139)",NA,"0.033 (-0.09-0.099)","-0.583 (-1.93-0.018)",NA,NA,NA,808.344055827366,38.1719375192951,4
736,"-2.686*** (-2.858--2.531)","-0.257*** (-0.39--0.13)",NA,"0.987*** (0.692-1.271)","5.73*** (4.647-6.842)","-0.468 (-1.686-0.762)",NA,NA,"-0.145* (-0.28--0.015)",NA,NA,"0.088 (-0.05-0.23)","-0.211 (-0.988-0.374)",NA,808.454330422858,38.2822121147873,5
737,"-2.679*** (-2.852--2.522)","-0.208** (-0.342--0.08)","0.981*** (0.655-1.293)",NA,"5.422*** (4.354-6.518)","-0.198 (-1.421-1.038)",NA,"-0.263** (-0.447--0.087)",NA,NA,NA,"-0.005 (-0.097-0.089)","-0.292 (-1.072-0.294)",NA,808.457103683476,38.2849853754054,5
738,"-2.695*** (-2.866--2.541)",NA,NA,"0.944*** (0.651-1.225)","6.267*** (5.271-7.283)","-1.027 (-2.173-0.146)",NA,"-0.287** (-0.467--0.115)",NA,"0.029 (-0.105-0.102)",NA,NA,"-0.375 (-1.193-0.254)",NA,808.510600597807,38.3384822897356,4
739,"-2.647*** (-2.814--2.496)","-0.24*** (-0.372--0.115)","1.004*** (0.681-1.313)",NA,"5.541*** (4.485-6.626)","-0.404 (-1.606-0.808)",NA,NA,NA,"0.04 (-0.071-0.107)",NA,NA,"-0.302 (-1.128-0.338)",NA,808.530049899323,38.3579315912522,4
740,"-2.663*** (-2.855--2.505)","-0.238*** (-0.37--0.113)","1.008*** (0.685-1.317)",NA,"5.532*** (4.477-6.616)","-0.404 (-1.605-0.806)",NA,NA,NA,NA,"-0.182 (-1.426-0.058)",NA,"-0.061 (-0.878-0.586)",NA,808.554156110674,38.3820378026031,4
741,"-2.678*** (-2.841--2.53)",NA,NA,"0.999*** (0.71-1.277)","6.664*** (5.696-7.654)","-1.473** (-2.574--0.35)",NA,NA,"-0.081 (-0.171-0.005)",NA,NA,NA,"-0.206 (-0.972-0.367)",NA,808.560497696892,38.3883793888207,3
742,"-2.697*** (-2.867--2.542)","-0.258*** (-0.391--0.131)",NA,"0.99*** (0.695-1.274)","5.764*** (4.683-6.873)","-0.504 (-1.72-0.723)",NA,NA,"-0.143* (-0.278--0.013)","0.024 (-0.088-0.083)",NA,"0.089 (-0.049-0.231)",NA,NA,808.565462354644,38.3933440465731,5
743,"-2.804*** (-2.997--2.633)",NA,"0.917*** (0.588-1.233)","0.845*** (0.54-1.137)","6.33*** (5.267-7.428)","-0.996 (-2.218-0.241)","-0.31*** (-0.494--0.134)",NA,"-0.071 (-0.164-0.019)","0.077 (-0.037-0.149)","-0.112 (NA-0.043)",NA,"0.059 (-0.848-0.755)","-0.054 (-0.189-0.062)",808.584077543524,38.4119592354533,8
744,"-2.713*** (-2.89--2.554)","-0.151* (-0.29--0.019)","0.969*** (0.643-1.281)",NA,"5.486*** (4.421-6.578)","-0.174 (-1.387-1.053)","-0.235** (-0.414--0.07)","-0.204* (-0.392--0.028)","-0.039 (-0.133-0.05)","0.052 (-0.064-0.118)",NA,NA,NA,NA,808.601101024343,38.4289827162721,6
745,"-2.707*** (-2.884--2.548)","-0.159* (-0.298--0.027)","0.97*** (0.644-1.283)",NA,"5.239*** (4.158-6.355)","0.04 (-1.198-1.282)","-0.241** (-0.42--0.077)","-0.241** (-0.425--0.066)",NA,NA,NA,"-0.012 (-0.105-0.083)",NA,"-0.08 (-0.213-0.033)",808.605393834559,38.433275526488,6
746,"-2.724*** (-2.912--2.559)","-0.173* (-0.313--0.04)",NA,"0.905*** (0.606-1.193)","5.407*** (4.336-6.507)","-0.123 (-1.347-1.114)","-0.186* (-0.363--0.021)","-0.225* (-0.407--0.053)",NA,NA,"-0.075 (NA-0.063)",NA,"-0.029 (-0.863-0.621)",NA,808.625544553449,38.4534262453782,6
747,"-2.705*** (-2.884--2.543)","-0.159* (-0.298--0.027)","0.971*** (0.644-1.284)",NA,"5.237*** (4.154-6.355)","0.042 (-1.198-1.286)","-0.238** (-0.419--0.069)","-0.247** (-0.428--0.075)",NA,NA,NA,NA,"-0.068 (-0.888-0.56)","-0.078 (-0.21-0.035)",808.629537958454,38.4574196503828,6
748,"-2.725*** (-2.91--2.563)","-0.173* (-0.312--0.04)",NA,"0.905*** (0.606-1.194)","5.41*** (4.341-6.508)","-0.126 (-1.348-1.109)","-0.187* (-0.363--0.023)","-0.225* (-0.41--0.05)",NA,NA,"-0.078 (NA-0.054)","0.001 (-0.092-0.096)",NA,NA,808.631015476357,38.4588971682857,6
749,"-2.77*** (-2.975--2.598)","-0.232*** (-0.369--0.101)","0.899*** (0.566-1.217)","0.884*** (0.579-1.177)","5.806*** (4.655-6.998)","-0.557 (-1.858-0.749)",NA,NA,"-0.083 (-0.177-0.006)","0.035 (-0.088-0.106)","-0.153 (-1.38-0.049)",NA,"-0.106 (-0.981-0.591)","-0.039 (-0.174-0.077)",808.686348640085,38.5142303320141,8
750,"-2.691*** (-2.864--2.535)","-0.177** (-0.313--0.048)","0.989*** (0.666-1.299)",NA,"5.524*** (4.476-6.602)","-0.32 (-1.513-0.882)","-0.236** (-0.413--0.07)",NA,NA,NA,"-0.056 (NA-0.061)","-0.031 (-0.121-0.059)",NA,NA,808.693527002757,38.5214086946856,5
751,"-2.656*** (-2.822--2.507)","-0.246*** (-0.38--0.119)","1.006*** (0.684-1.315)",NA,"5.489*** (4.413-6.599)","-0.364 (-1.585-0.864)",NA,NA,NA,NA,NA,"-0.037 (-0.126-0.054)",NA,"-0.036 (-0.166-0.074)",808.697908673836,38.5257903657653,4
752,"-2.81*** (-3.002--2.639)",NA,"0.919*** (0.589-1.236)","0.858*** (0.555-1.149)","6.518*** (5.46-7.608)","-1.164 (-2.366-0.055)","-0.287** (-0.467--0.115)",NA,"-0.104 (-0.242-0.027)","0.078* (-0.035-0.15)","-0.112 (NA-0.043)","0.058 (-0.081-0.2)","0.031 (-0.869-0.72)",NA,808.699737540953,38.5276192328816,8
753,"-2.688*** (-2.85--2.541)",NA,NA,"1.002*** (0.713-1.28)","6.699*** (5.733-7.687)","-1.512** (-2.609--0.393)",NA,NA,"-0.079 (-0.169-0.007)","0.023 (-0.094-0.084)",NA,NA,NA,NA,808.700772622822,38.5286543147513,3
754,"-2.651*** (-2.818--2.499)","-0.239*** (-0.371--0.114)","1.001*** (0.679-1.31)",NA,"5.54*** (4.485-6.624)","-0.406 (-1.608-0.805)",NA,NA,NA,NA,NA,"-0.034 (-0.124-0.056)","-0.192 (-0.958-0.385)",NA,808.71321770937,38.5410994012987,4
755,"-2.689*** (-2.86--2.533)","-0.218** (-0.354--0.088)","0.989*** (0.664-1.301)",NA,"5.371*** (4.283-6.492)","-0.161 (-1.401-1.088)",NA,"-0.257** (-0.441--0.082)",NA,NA,NA,"-0.008 (-0.101-0.086)",NA,"-0.044 (-0.175-0.067)",808.725600916594,38.553482608523,5
756,"-2.689*** (-2.861--2.534)","-0.218** (-0.354--0.088)","0.99*** (0.665-1.302)",NA,"5.378*** (4.289-6.5)","-0.168 (-1.409-1.082)",NA,"-0.258** (-0.44--0.086)",NA,"0.007 (-0.123-0.072)",NA,NA,NA,"-0.043 (-0.174-0.068)",808.732481477062,38.5603631689911,5
757,"-2.721*** (-2.913--2.557)",NA,"1.012*** (0.691-1.32)",NA,"6.133*** (5.126-7.16)","-0.915 (-2.069-0.265)",NA,"-0.317*** (-0.497--0.146)",NA,NA,"-0.483 (-1.763--0.028)",NA,NA,"-0.017 (-0.145-0.091)",808.74462665771,38.5725083496387,4
758,"-2.713*** (-2.913--2.546)",NA,"1.01*** (0.689-1.318)",NA,"6.155*** (5.165-7.164)","-0.933 (-2.073-0.234)",NA,"-0.317*** (-0.496--0.146)",NA,NA,"-0.417 (-1.764--0.011)",NA,"-0.104 (-0.948-0.543)",NA,808.746471884693,38.5743535766221,4
759,"-2.661*** (-2.826--2.511)","-0.24*** (-0.372--0.114)","1.005*** (0.684-1.314)",NA,"5.576*** (4.524-6.657)","-0.445 (-1.642-0.764)",NA,NA,NA,"0.023 (-0.087-0.082)",NA,"-0.033 (-0.122-0.058)",NA,NA,808.760827000523,38.5887086924522,4
760,"-2.697*** (-2.868--2.543)",NA,NA,"0.945*** (0.652-1.227)","6.278*** (5.264-7.314)","-1.039 (-2.2-0.146)",NA,"-0.291** (-0.471--0.12)",NA,NA,NA,NA,"-0.308 (-1.083-0.272)","0.008 (-0.116-0.113)",808.790467722377,38.6183494143061,4
761,"-2.697*** (-2.867--2.542)",NA,NA,"0.944*** (0.652-1.226)","6.265*** (5.269-7.281)","-1.027 (-2.173-0.146)",NA,"-0.292** (-0.476--0.118)",NA,NA,NA,"0.002 (-0.092-0.096)","-0.309 (-1.084-0.271)",NA,808.807817314076,38.6356990060046,4
762,"-2.709*** (-2.877--2.557)",NA,NA,"0.955*** (0.663-1.237)","6.386*** (5.388-7.402)","-1.13* (-2.271-0.039)",NA,"-0.258** (-0.444--0.081)","-0.043 (-0.136-0.044)","0.007 (-0.128-0.074)",NA,NA,NA,NA,808.809343441367,38.6372251332963,4
763,"-2.721*** (-2.913--2.558)",NA,"1.012*** (0.691-1.32)",NA,"6.162*** (5.173-7.17)","-0.942 (-2.08-0.224)",NA,"-0.316*** (-0.499--0.141)",NA,NA,"-0.474 (-1.75--0.031)","0.001 (-0.091-0.094)",NA,NA,808.824934575626,38.652816267555,4
764,"-2.709*** (-2.877--2.556)",NA,NA,"0.955*** (0.663-1.236)","6.382*** (5.372-7.414)","-1.126 (-2.279-0.052)",NA,"-0.259** (-0.444--0.084)","-0.044 (-0.137-0.045)",NA,NA,NA,NA,"0 (-0.125-0.107)",808.829043805976,38.6569254979047,4
765,"-2.807*** (-3.011--2.629)","-0.148* (-0.289--0.013)","0.878*** (0.542-1.201)","0.82*** (0.512-1.116)","5.665*** (4.536-6.832)","-0.342 (-1.631-0.955)","-0.206* (-0.39--0.033)","-0.198* (-0.386--0.021)",NA,"0.062 (-0.059-0.136)","-0.119 (NA-0.045)","0.002 (-0.093-0.099)","-0.047 (-0.944-0.649)",NA,808.848863242281,38.6767449342105,9
766,"-2.704*** (-2.895--2.543)","-0.252*** (-0.385--0.125)",NA,"0.972*** (0.676-1.257)","5.621*** (4.552-6.717)","-0.404 (-1.616-0.819)",NA,NA,"-0.079 (-0.17-0.007)","0.036 (-0.07-0.099)","-0.265 (-1.501-0.03)",NA,NA,NA,808.882252385319,38.7101340772476,5
767,"-2.706*** (-2.886--2.545)","-0.148* (-0.287--0.017)","0.965*** (0.638-1.278)",NA,"5.413*** (4.349-6.505)","-0.119 (-1.336-1.109)","-0.235** (-0.415--0.068)","-0.23** (-0.412--0.057)",NA,"0.063 (-0.054-0.137)",NA,NA,"-0.238 (-1.109-0.442)",NA,808.938899182381,38.7667808743103,6
768,"-2.687*** (-2.849--2.54)",NA,NA,"1.003*** (0.714-1.281)","6.7*** (5.719-7.705)","-1.514** (-2.625--0.382)",NA,NA,"-0.08 (-0.171-0.007)",NA,NA,NA,NA,"0.004 (-0.12-0.11)",808.965545614377,38.7934273063057,3
769,"-2.647*** (-2.813--2.496)","-0.245*** (-0.379--0.118)","1.008*** (0.686-1.317)",NA,"5.478*** (4.398-6.591)","-0.351 (-1.575-0.879)",NA,NA,NA,NA,NA,NA,"-0.188 (-0.955-0.389)","-0.031 (-0.161-0.078)",808.993573841778,38.8214555337073,4
770,"-2.657*** (-2.822--2.507)","-0.246*** (-0.379--0.118)","1.012*** (0.69-1.32)",NA,"5.517*** (4.439-6.628)","-0.391 (-1.613-0.836)",NA,NA,NA,"0.024 (-0.086-0.082)",NA,NA,NA,"-0.03 (-0.16-0.08)",809.013722834306,38.8416045262352,4
771,"-2.712*** (-2.894--2.553)","-0.155* (-0.294--0.023)","0.973*** (0.647-1.285)",NA,"5.459*** (4.392-6.552)","-0.154 (-1.369-1.075)","-0.207* (-0.383--0.042)","-0.221* (-0.409--0.044)","-0.04 (-0.133-0.049)",NA,"-0.08 (NA-0.054)",NA,NA,NA,809.025870520601,38.8537522125301,6
772,"-2.71*** (-2.885--2.552)","-0.157* (-0.296--0.025)","0.978*** (0.651-1.291)",NA,"5.538*** (4.461-6.644)","-0.212 (-1.431-1.02)","-0.207* (-0.382--0.047)","-0.215* (-0.403--0.04)","-0.079 (-0.215-0.052)",NA,NA,"0.053 (-0.082-0.192)",NA,NA,809.086838744944,38.9147204368726,6
773,"-2.694*** (-2.872--2.536)","-0.177** (-0.313--0.048)","0.997*** (0.673-1.307)",NA,"5.541*** (4.491-6.622)","-0.339 (-1.534-0.864)","-0.24** (-0.419--0.073)",NA,NA,NA,"-0.064 (NA-0.063)",NA,"0.099 (-0.723-0.731)",NA,809.088729656924,38.9166113488535,5
774,"-2.689*** (-2.864--2.532)","-0.176** (-0.312--0.047)","0.988*** (0.665-1.298)",NA,"5.538*** (4.488-6.618)","-0.334 (-1.529-0.87)","-0.239** (-0.417--0.073)",NA,NA,NA,NA,"-0.032 (-0.122-0.058)","0.007 (-0.789-0.618)",NA,809.121430885172,38.9493125771006,5
775,"-2.693*** (-2.878--2.535)","-0.26*** (-0.395--0.131)",NA,"0.97*** (0.674-1.256)","5.54*** (4.449-6.665)","-0.327 (-1.563-0.916)",NA,NA,"-0.087 (-0.178-0)",NA,"-0.178 (-1.321-0.043)",NA,NA,"-0.038 (-0.166-0.071)",809.155271218246,38.9831529101746,5
776,"-2.718*** (-2.9--2.554)","-0.173* (-0.313--0.04)",NA,"0.904*** (0.605-1.193)","5.417*** (4.346-6.517)","-0.133 (-1.357-1.104)","-0.187* (-0.364--0.025)","-0.223* (-0.409--0.048)",NA,NA,NA,"0 (-0.094-0.095)","-0.115 (-0.923-0.506)",NA,809.16275432674,38.9906360186685,6
777,"-2.792*** (-2.984--2.621)","-0.185** (-0.326--0.051)","0.891*** (0.556-1.213)","0.846*** (0.539-1.142)","5.747*** (4.601-6.937)","-0.397 (-1.694-0.901)","-0.228* (-0.416--0.051)",NA,"-0.135 (-0.277-0.001)","0.067 (-0.045-0.133)","-0.109 (NA-0.037)","0.082 (-0.06-0.228)",NA,"-0.075 (-0.211-0.043)",809.164202644111,38.9920843360399,9
778,"-2.802*** (-3.002--2.625)","-0.158* (-0.3--0.022)","0.884*** (0.549-1.206)","0.815*** (0.507-1.112)","5.526*** (4.373-6.722)","-0.217 (-1.533-1.099)","-0.203* (-0.389--0.03)","-0.212* (-0.399--0.035)",NA,NA,"-0.095 (NA-0.052)","-0.004 (-0.099-0.093)","0.083 (-0.776-0.745)","-0.063 (-0.199-0.054)",809.184890092332,39.0127717842613,9
779,"-2.792*** (-2.979--2.625)",NA,"0.909*** (0.58-1.225)","0.842*** (0.538-1.134)","6.415*** (5.337-7.526)","-1.056 (-2.282-0.185)","-0.302** (-0.486--0.126)",NA,"-0.115 (-0.256-0.019)","0.071 (-0.055-0.147)",NA,"0.06 (-0.08-0.204)","-0.103 (-0.99-0.597)","-0.055 (-0.191-0.061)",809.23120322483,39.0590849167587,8
780,"-2.691*** (-2.863--2.536)","-0.21** (-0.344--0.082)","0.989*** (0.664-1.301)",NA,"5.475*** (4.41-6.567)","-0.259 (-1.476-0.971)",NA,"-0.252** (-0.437--0.076)",NA,"0.009 (-0.118-0.073)",NA,"-0.005 (-0.097-0.089)",NA,NA,809.237513383685,39.0653950756144,5
781,"-2.79*** (-2.986--2.615)","-0.156* (-0.298--0.02)","0.869*** (0.533-1.19)","0.804*** (0.495-1.101)","5.528*** (4.376-6.724)","-0.21 (-1.525-1.105)","-0.219* (-0.406--0.044)","-0.2* (-0.387--0.023)",NA,"0.054 (-0.081-0.132)",NA,"-0.005 (-0.1-0.092)","-0.173 (-1.056-0.526)","-0.059 (-0.195-0.058)",809.239473992943,39.0673556848718,9
782,"-2.715*** (-2.892--2.555)","-0.147* (-0.285--0.016)","0.969*** (0.643-1.282)",NA,"5.44*** (4.38-6.529)","-0.152 (-1.364-1.073)","-0.24** (-0.419--0.075)","-0.224* (-0.409--0.049)",NA,"0.053 (-0.062-0.119)",NA,"-0.005 (-0.097-0.089)",NA,NA,809.318642046263,39.1465237381917,6
783,"-2.678*** (-2.851--2.523)","-0.254*** (-0.388--0.127)",NA,"0.972*** (0.677-1.257)","5.624*** (4.555-6.721)","-0.398 (-1.612-0.828)",NA,NA,"-0.081 (-0.171-0.005)","0.037 (-0.076-0.105)",NA,NA,"-0.312 (-1.141-0.331)",NA,809.376169150437,39.2040508423657,5
784,"-2.682*** (-2.848--2.53)",NA,"1.015*** (0.696-1.322)",NA,"6.267*** (5.274-7.279)","-1.015 (-2.154-0.152)",NA,"-0.288** (-0.474--0.112)","-0.04 (-0.133-0.048)",NA,NA,NA,"-0.308 (-1.089-0.272)",NA,809.379324397982,39.2072060899109,4
785,"-2.695*** (-2.859--2.546)",NA,"1.031*** (0.711-1.338)",NA,"6.399*** (5.398-7.42)","-1.13* (-2.266-0.034)",NA,"-0.278** (-0.462--0.104)","-0.086 (-0.221-0.044)",NA,NA,"0.064 (-0.071-0.202)",NA,NA,809.472131261337,39.3000129532662,4
786,"-2.689*** (-2.88--2.53)","-0.253*** (-0.386--0.126)",NA,"0.974*** (0.678-1.259)","5.618*** (4.55-6.715)","-0.401 (-1.613-0.824)",NA,NA,"-0.082 (-0.172-0.004)",NA,"-0.126 (-1.311-0.061)",NA,"-0.109 (-0.924-0.542)",NA,809.487492895976,39.3153745879051,5
787,"-2.706*** (-2.884--2.545)","-0.155* (-0.294--0.023)","0.97*** (0.644-1.282)",NA,"5.468*** (4.4-6.564)","-0.162 (-1.38-1.068)","-0.208* (-0.385--0.045)","-0.219* (-0.407--0.042)","-0.041 (-0.135-0.048)",NA,NA,NA,"-0.102 (-0.915-0.519)",NA,809.59659919022,39.4244808821487,6
788,"-2.677*** (-2.849--2.522)","-0.261*** (-0.396--0.132)",NA,"0.971*** (0.675-1.256)","5.552*** (4.461-6.676)","-0.332 (-1.57-0.912)",NA,NA,"-0.088 (-0.179-0)",NA,NA,NA,"-0.209 (-0.985-0.375)","-0.036 (-0.164-0.074)",809.64203416745,39.4699158593789,5
